"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Group4C Llc","Daniel Cazzaniga Tel +1 786-252-11 Email Daniel@Group4Cllc Com 7460 Sw 158Th Ter Palmetto Bay Fl33, Contact Daniel Cazzaniga Tel +1 786-252-1112 Email Daniel@Group4Cllc Com 7460 Sw 158Th Ter Palmetto Bay Fl, Contact Daniel Cazzaniga Tel +1 786-252-1112 Email Daniel@Group4Cllc Com 7460 Sw 158Th Ter Palmetto Bay Fl 3","group4cllc.com, group4cllc.tel","Phone Numbers: +17862521112, 7862521112, 17862521112 --- Emails: Email Daniel@Group4Cllc Com 7460, Email Daniel@Group4Cllc Com, 786-252-1112 Daniel@Group4Cllc Com 7460","United States","252","Port Everglades, Fl, Miami, Fl","Rio Haina, Caucedo","760421","Aluminum Profiles Slac Pkgs Aluminum Profiles None, Aluminum Profiles Slac Pkg Aluminum Profiles None, Aluminum Profiles Slac Pkgs Aluminum Profiles","268","3229256","Customized Brokers Inc, Customized Brokers","10205 Nw 108Th Ave Ste 1 Office 305 471-8989 Fax 305 471-8988 Miami Fl 33178 Us, 10205 Nw 108Th Ave Ste 1 Office 305 471-8989 Fax 305 471-8988, 10205 Nw 108Th Ave Ste 1 Miami Fl 33178 Us"
"Hanamint Corp","Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482, Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482 Emailkgunter, Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482 Emailkgunterhanamint Com Jillha","","Phone Numbers: 3368559141, 3368558482 --- Emails: ","United States","251","Los Angeles, Ca, Wilmington, Nc, Long Beach, Ca","Shanghai, Pusan","940390, 940171, 940169","Metal Furniture Nesoi Cast Aluminum Patio Furniture Wood Jill Hanamint, Seats Metal Frames Except Upholstered Cast Aluminum Patio Furniture Wood, Metal Furniture Nesoi Cast Aluminum Patio Furniture Wood Jill Hanamin","303","1197690","Hanamint Corp","Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482, Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482 Emailkgunter, Inc 8010 Thorndike Road Greensboro Nc 27409 Tel336-855-9141 Fax336-855-8482 Emailkgunterhanamint Com Jillha"
"Wheel Group","Holdings Llc 1050 North Vineyard Ontario Ca 91 Tel 1- 626 363-1660, Holdings Llc 1050 North Vineyard Ontario Ca 91764 U S A Tel +1- 626 363-1660, Holdings Llc 1050 N Vineyard Avenue Ontario C Tel 626-363-1660 Fax 626-363-1676","","Phone Numbers: 16263631660, +16263631660, 6263631660 --- Emails: ","United States","232","Long Beach, Ca, Los Angeles, Ca, Savannah, Ga","Ningpo, Shanghai, Laem Chabang","760421, 870870, 761090","Aluminum Alloy Wheels, Aluminum Alloy Wheels Accessories, Aluminum Alloy Wheels Service Type Door Final Destination Lilburn","268","2425892","Quartz Logistics Inc, Quartz Logisticsinc, Flexport Customer Llc","780 S Nogales Street Suite D City Of Industry Ca 91748 United States, 780 S Nogales Street Suite D City Of Industry Ca 91748 Usa, 780 S Nogales Street Suite D City Of Industry Ca 91748 Usa Tel 1-626-606-2001 Fax"
"Ultimate Product Corp","3231 Evergreen Avenue W Sacramento Ca 95691 Fax:916-374-1890, 3231 Evergreen Avenue W Sacramento Ca 95691 Tel:916-374-8888, W Sacramento Ca 95691 Fax:916-374-1890","","Phone Numbers: 9163741890, 9163748888 --- Emails: ","United States","207","Oakland, Ca, Los Angeles, Ca, Long Beach, Ca","Ningpo, Prince Rupert, Bc","760421, 870870, 090300","Aluminum Alloy Wheel, Aluminum Alloy Wheel Accessory, Aluminum Alloy Wheel Solid Wood","237","2675304","Ultimate Product Corp","3231 Evergreen Avenue W Sacramento Ca 95691 Fax:916-374-1890, 3231 Evergreen Avenue W Sacramento Ca 95691 Tel:916-374-8888, 3231 Evergreen Avenue W Sacramento Ca 95691"
"Commercial Metals Company","Cmc Recycling 2038 N Lane Av Jacksonville Fl 32254 Tel 904-786-5636","","Phone Numbers: 9047865636 --- Emails: ","United States","193","Jacksonville, Fl, Port Everglades, Fl, Jacksonville, F","Puerto Manzanillo","760200, 210390, 290349","Aluminium Mixed Scrap Aluminum Mixed Scrap, Aluminium Mixed Scrap Bdls Aluminum Mixed Scrap, Aluminium Mixed Scrap Aluminum Mixed Scrapp","386","4547233","Customized Brokers, Expeditors International","10205 Nw 108Th Avenue Miami Fl 3317Phone 305 471-8989 Email Imports@Crowley Com, 506 E Dallas Rd# 400 Grapevine Tx Attn Connie Neagle Phone 817 305-4000 Fax 817 421"
"Hanwha Qcells Usa Inc","De 300 Nexus Drive Dalton Ga 30721 Tel/Fax: 762-201-2861, De 300 Nexus Drive Dalton Ga 30721 Tel 010-2363-6857, De 300 Nexus Drive Dalton Ga 30721 Te L 010-2363-6857","","Phone Numbers: 7622012861, 01023636857, +17622010060 --- Emails: ","United States","181","Savannah, Ga","Port Bustamante, Pusan, Yantian","281830, 761090, 851750","Aluminum Solar Module Frame, Aluminum Solar Module Frame Long Frame Black Anodizing Thickness Short Framepart Black Anodiz Ing Thickness, Anodizing Aluminum Long Frame Anodizing Aluminum Short Frame Lai Cach Town Cam Giang Dis Hai Duong Pro Vietnam Phone","792","8737306","Korus Trade Inc, Fns Inc, Samsung Sds Global Scl America Inc","1545 Francisco St Torrance Ca 90501 Pic: Jeff Lee Tel: 470-903-8744 E-Mail: Jeff Lee@Fnsusa Com, 3235 Satellite Blvd Bldg 400 Ste 300 Duluth Ga 30096-8688 Attn : Chong Kim ##, 3235 Satellite Blvd Bldg 400 Ste 300 Duluth Ga 30096-8688 Attn : Chong Kim##"
"Lg Sourcing Inc","1000 Lowe S Boulevard Mooresville Nc 28117 Usa Phone: 336-658-4000, 1000 Lowe S Boulevard Mooresville Nc 28117 Usa Phone: 336-658-4000 Importdocs@Lowes Com, 1000 Lowes Boulevard Mooresville Nc 28117 Usa Tel 1-3366585522 Emailimportdocslowes Com","lowes.com","Phone Numbers: 3366584000, 13366585522 --- Emails: 336-658-4000 Importdocs@Lowes Com","United States","178","Los Angeles, Ca, Savannah, Ga, New York/Newark Area, Newark, Nj","Vung Tau, Ningpo, Yantian","091091, 930119, 940380","Tota Con Tain Solid Wood Aterial Pvc Blind Aluminum Lind Economic Zone National Road Sangkat Prey Angkunh Bavet City Rieng Province Cambodia, Solid Wood Pvc Blind Aluminum Blind, Seats Metal Frames Except Upholstered Aluminum Door Purchase Solid Wood","378","3764429","Ups Supply Chain Solutions Inc","2031 S Centennial Ave Aiken Sc 29803 Upsusaknlowesdocs@Ups Com Phone: 1-803-502-6755, 2031 S Centennial Ave Aiken Sc 29803 Upsusaknlowesdocs Ups Com Phone: 1-803-502-6755, 2031 S Centennial Ave Aiken Sc 29803 Phone 1-803-502-6755 Fax 1-502-374-7424"
"Es Windows Llc","10653 Ne Quaybridge Ct Suite C2 Miami Fl 33138 Ph: 2035400254 Fax: 305-6247767, 10653 Ne Quaybridge Ct Miami Fl 33138 Usa Phone: 203 540 02 54 Fax: 305-624 77 67, 10653 Ne Quaybridge Ct Miami Fl 33122 Usa Phone 203 540 02 54 Fax 305-624 77 67","","Phone Numbers: 2035400254, 3056247767 --- Emails: ","United States","173","Boston, Ma, Baltimore, Md, New York/Newark Area, Newark, Nj","Panama Canal ?C Caribbean, Cartagena, Puerto Manzanillo","761010","Aluminum Structures Windows Frames Doors, Windows Frames Doors Aluminum Structures Windows Frames Doors, Aluminum Structures Aluminum Structures Windows Frames Doors","374","1610097","Imperial Freight Brokers, Imperial Freight Brokers Inc, East Imperial","10890 N W 29Th St Doral Fl 33172 Usa Phone: 305 5926910 Fax: 305 5931781, 10890 N W 29Th St Doral Fl 33172 Usa Phone : 305 5926910 Fax: 305 59, 10890 N W 29Th St Doral Fl 33172 Usa Phone: 305 5926910 Fax: 305 5931781Contact: Ralph De La Rosa"
"Hydro Aluminium Metals Usa Llc","C/O Ocean Link Warehousing And Logistics 5250 Old Louisville Road Building 12 Ph 912 9639898, C/O Macmillan-Piper 655 S Edmunds St Seattle Wa 98108 Danielle Adams 206 340-2854, C/O Macmillan-Piper 655 S Edmunds St Seattle Wa 98108 Danielle Adams 206 340-2854 Dadamsmacpiper Com","","Phone Numbers: 2063402854, 9129639898, 8002342098 --- Emails: ","United States","170","Seattle, Wa, Savannah, Ga, Los Angeles, Ca","Ningpo, Mundra, Pusan","760120, 290544, 281830","Aluminum Aluminum Extrusion Billet Dthc Pre Paid Qatalum Chassis Fees, Aluminum Extrusion Billet Dthc Pre Paid Qatalum Chassis Fees, Aluminum Extrusion Billet Reight Dthc Pre Paid Qatalum Chassis Piec Bundles","2050","34182831","Hydro Aluminum Metals Usa Llc, Geodis Usa Inc, Geodis Usa Llc","1500 Whetstone Way Ste 103 Baltimore United States, 1500 Whetstone Way Suite 103 Baltimore Md 21230 Mark Marchman Ph 4438353133 / 443 286 6901, 1500 Whetstone Way Suite 103 Baltimore Md 21230 Mark Marchman Ph 4438353133 / 443 286 6901 Mark Marchmanhydro Com"
"Ohana Depot Inc","650 Ne Holladay St Suite 1600 160019 Portland Or 97232, 650 Ne Holladay St Suite 1600 160019 Portland Or97232 Usa Attn: Ben Park Tel: 206 304 - 2043, 650 Ne Holladay St Suite 1600 160019","","Phone Numbers: 1600160019, 2063042043 --- Emails: ","United States","160","New York/Newark Area, Newark, Nj, Tampa, Fl, Los Angeles, Ca","Vung Tau, Shanghai, Ningpo","940179, 940390, 940490","Metal Furniture Nesoi Chairs Aluminum Frame Halfround Wicker, Metal Furniture Nesoi Chairs Aluminum Frame Halfround Wicker Art Beddng Mattrss Etc Quilts Cus Cushions Foams, Chairs Aluminum Frame Halfround Wickerer Foams","160","563861","Ohana Depot Inc","4740 Transport Drive Tampa Florida Fl 33605 Usa Attn: Ben Park Tel: 206 304 - 2043, 1900 Frost Road Suite 105 Bristol Pa 19007, 4740 Transport Drive Tampa Florida Fl 33605 Usa"
"Sunshine International Corp","2005 Fletcher Creek Dr Memphis Tn 38133 Usa Fax: 901-452-8688 Tel: 901-452-0188@@, 2005 Fletcher Creek Dr Memphis Tn 38133 Usa Fax: 901-452-8688 Tel: 901-452-0188, 2005 Fletcher Creek Dr Memphis Tn 38133 Usa Fax 901-452-8688 Tel 9 01-452-0188 Email Logist 38133","","Phone Numbers: 9014528688, 9014520188, 901452838133 --- Emails: ","United States","160","New York/Newark Area, Newark, Nj, Savannah, Ga, Los Angeles, Ca","Shanghai, Pusan","440420, 730830, 761010","Steel Scaffold Frames Aluminum Scaffold Frames, Steel Scaffold Aluminum Scaffold, Steel Scaffold Frames Steel Scaffold Frames Aluminum Scaffold Frames Logistics Sunshinet","550","5784413","V Alexander & Co Inc, V Alexander Co Inc, V Alexander&Co Inc","6555 Quince Road Suite 201 Memphis Tn 38119 Tel: 901 795-7761, 6555 Quince Road Suite 201 Memphis Tn 38119 Tel: 901 795-7761 Contact: Chris Neely, 6555 Quince Road Suite 201 Memphis Tn 38119 Tel: 901 795-7761 Contact:Chris Neely@@@"
"Porven Ltd","600 Route 17 North 07446 Ramsey New Jersey Usa Ph 201 995-1310, 600 Route 17 North 07446 Ramsey New Jersey Usa Ph0013057157153, 600 Route 17 North 07446 Ramsey New Jersey Usa Ph: 201 995-1310","porcelanosa-usa.com","Phone Numbers: 2019951310, 0013057157153, 3012948193 --- Emails: 995-1310 Slewis@Porcelanosa-Usa Com, 3772327 Bfaulkner@Porcelanosa-Usa Com, 4084679400 Vgomez@Porcelanosa-Usa Com","United States","146","New York/Newark Area, Newark, Nj, Miami, Fl, Houston, Tx","Valencia","690721, 321410, 382450","Albums Samples Collections Paper Paper Bundle Albums Samples Dorindac Air Oth Articles Stone Oth Min Substnces Pallet Other Stone Manuf Flags Paving Hearth Wall Tiles Ceramic Tiles Ceramic Flags Paving Hearth Wall Tile Ceramic Tiles Ceramic Sanitary Fixtures Porcelain Chi Freg Washbasins Inod Ceramic Toughnd Safety Gls Size Shape Vehcls Tempered Glass Glass Mirrors Unframed Vehicle Rearview Mirrors Without Framing Others Hscode Pipe Fittings Nesoi Stainless Steel Thr Elbo Pipe Fittings Iron Steel Other Sanitary Ware Including Irn Acceso Hygiene Toilet Iron Steel Oth Base Metl Mountngs Fttngs Etc Furnitu Furniture Fittings Wooden Furniture Kind Kitche Pallet Wooden Kitchen Furniture Wooden Furniture Nesoi Wooden Furniture Bathroom Other Designed Use Solely Light Emi Aluminum Appliances Other Led Sources, Angles Shapes Sections Stainless Stee Pallet Sheets Oth Base Metl Mountngs Fttngs Etc Furnitu Bundles Furntiure Fittings Wooden Furniture Kind Kitche Wooden Kitchen Furniture Wooden Furniture Nesoi Pallet Wooden Furniture Bathroom Other Designed Use Solely Light Emi Aluminum Appliances Other Led Sources, Ceramic Tiles Pallet Ceramic Tiles Ceramic Tiles Pallet Ceramic Tiles Pallet Ceramic Tiles Pallet Ceramic Tiles Bundle Pallet Finish Furniture Other Pallet Promotional Pallet Furniture Fittings Bundle Wooden Kitchen Furniture Bundle Pallet Wooden Furniture Bathroom Pallet Furniture Aluminum Appliances Other Led Sources Other Aluminum Appliances Seats Officce","296","3378977","Janel Group Inc, C Air Customhouse Brokers Forwarder, Atlantic Customs Broker Inc","154 State Street 06473 North Haven Ct Usa Ph203 234 65 10, 154 State St North Haven 06473 Ct Usa Ph203 234-6510 Fx203 234-6520, 181 South Franklin Avenue 11581 Valley Stream New York Usa Ph 516 3940400 Fx 516 3940461"
"Ironridge Inc","28357 Industrial Blvd Hayward Ca 94545 Tel 800-227-9523 Attn Mr, 28357 Industrial Blvd Hayward Ca 94545 Tel 510 225-0684 Attn Erica Olan 28357, 28357 Industrial Blvd Hayward Ca 94545 Tel 510 225-0684 Attn Erica Olan 94545","","Phone Numbers: 8002279523, 5102250684, 5102599747 --- Emails: ","United States","144","Oakland, Ca, New York/Newark Area, Newark, Nj, Los Angeles, Ca","Pusan, Yantian, Kao Hsiung","761090, 281830, 262060","Aluminum Solar Roof Mounting Rails, Aluminum Extrusion, Aluminum Extruded Iso Bar","320","3248174","Ironridge Inc, Impex Gls, You First Express Inc","28357 Industrial Blvd Hayward Ca 94545 Tel 800-227-9523 Attn Mr, 28357 Industrial Blvd Hayward Ca 94545 Tel 510 225-0684 Attn Erica Olan 28357, 28357 Industrial Blvd Hayward Ca 94545 Tel 510 225-0684 Attn Erica Olan 94545"
"Volkswagen Chattanooga","8001 Volkswagen Dr Chattanooga Tn 37416 U S A Tel : +1 423-582-4000, 8001 Volkswagen Dr Chattanooga Tn 37416 U S A Tel 1 423-582-4000, 8001 Volkswagen Dr Chattanooga Tn 37416 U S A Tel 1 423-582-4000 37416","","Phone Numbers: +14235824000, 14235824000, 14235824000374 --- Emails: ","United States","143","Savannah, Ga, Long Beach, Ca, Los Angeles, Ca","Pusan, Qingdao","870870, 870323, 292143","Aluminum Wheel, Cmau Generic Aluminum Wheel, Aluminum Wheel Fzz Fzz Fzz Return Able Plastic Plastic","1109","9570808","Hands Usa Corp, Glovis America Inc, Wingard Quality Supply Llc","888 West Big Beaver Rd Suite 730 Troy Mi 48084 U S A Attn : Kevin Kim, 888 West Big Beaver Rd Suite 730 Troy Mi 48084 U S A Attn : Kevin Kim Tel : +1 248-979-7508, 17305 Von Karman Ave Suite 200 Irvine Ca 92614 Tel: 714-435-2960 Ffnotices@Glovisusa Com"
