"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"French Fabric","1631 Trinity Street Los Angeles Ca 90021 [T]: 213 629 5969 Ein 80-0019205, 1631 Trinity Street Los Angeles Ca 90015 Tel: 213 629-5969 Fax: 213 629-5960, 1631 Trinity Street Los Angeles Ca 90015 Usa Tel: 213 629-5969 Fax: 213 629-5960","","Phone Numbers: 2136295969, 2136295960 --- Emails: ","United States","5","Los Angeles, Ca, Long Beach, Ca","Ningpo","560121, 262060","Textile Piece, Textile Piece Nac Zex Fast Service Ucc Uslaxzexfa Admin Kmfba Info Frenchfabric","8","86476","French Fabric","1631 Trinity Street Los Angeles Ca 90021 [T]: 213 629 5969 Ein 80-0019205, 1631 Trinity Street Los Angeles Ca 90015 Tel: 213 629-5969 Fax: 213 629-5960, 1631 Trinity Street Los Angeles Ca 90015 Usa Tel: 213 629-5969 Fax: 213 629-5960"
"Gildan Activewear Srl","602 E Meadow Road Eden Nc 27288 Us Ph:336-627-5390, 602 E Meadow Road Eden Nc 27288 Us Ph: 336-627-5390","","Phone Numbers: 3366275390 --- Emails: ","United States","5","Wilmington, Nc","Puerto Cortes","610910","Shirts Cotton Del Ivery Address Brook Textiles West Street Chattanooga Tenessee Att Bob Brooks, Shirts Cotton Deli Very Address Brook Textiles West Street Attanooga Tenessee Usa Att Bob Brooks, Shirts Cotton Deli Very Address Brook Textiles West Street Chatt Anooga Tenessee Usa Att Bob Brooks","5","64262","Gildan Activewear Srl","602 E Meadow Road Eden Nc 27288 Us Ph:336-627-5390, 602 E Meadow Road Eden Nc 27288 Us Ph: 336-627-5390"
"Godinger Silver Art Co Ltd","63-15 Traffic Ave Ridgewood N Y 63-15 Traffic Ave Ridgewood N Y 11385 Tel 718 418 1000 11385, 63-15 Traffic Ave Ridgewood N Y 63-15 Traffic Ave Ridgewood N Y 11385 Tel 718 418 100 11385, 63-15 Traffic Avenue Ridgewood N Y 11385 Tel 718 4181000-231 Fax 718 386 0747 ## 11385","","Phone Numbers: 71841810001138, 7183860747, 7184181000231 --- Emails: ","United States","5","New York/Newark Area, Newark, Nj","Shanghai, Pusan","630699","Gdsm Including Textile Garment, Gdsm Including Textile Garment Fogdsm Including Textile Garment, Gdsm Including Textile Garment Fogdsm Including Textile Garment Fogdsm Including Textile Garment","13","123446","Allways Forwarding, Godinger Silver Art Co Ltd","182-30 150 Rd Jamaica Ny 11413 182-30 150 Rd Jamaica Ny 11413 Tel 718 656 1200 Fax 71 11413, 20 Bond Street Central Valley Ny 10917 Tel 845 534 1000-401 ### 10917"
"Hellmann Worldwide Logistics S A C","Ruc 20387408062 Av Elmer Faucett 2851 Of 323 Callao, Ruc 20387408062 Av Elmer Faucett 2851 Of 323 Callao Peru","","Phone Numbers: 20387408062 --- Emails: ","United States","5","New York/Newark Area, Newark, Nj","Algeciras","580121","Stc Textil Fabrics, Textil Fabrics","5","57917","Hellmann Worldwide Logistics S A","C Ruc 20387408062 Av Elmer Faucett 2851 Of 323 Callao, C Ruc 20387408062 Av Elmer Faucett 2851 Of 323 Callao Peru"
"Ideal Textile Corp","3000B Shawnee Industrial Way Suite 100 Suwanee Ga 30024 U S A Tel 678-341-5550 Fax 470-239-7254, 3000B Shawnee Industrial Way Suite 100 Suwanee Ga 30024 U S A Tel: 678-341-5550, 3000B Shawnee Industrial Way Suwanee Ga 30024 Tel 678-341-5550 /678-288-4053 Fax 470-239-7254 Email Idealtextile1Gmail Com","","Phone Numbers: 6783415550, 4702397254, 6782884053 --- Emails: ","United States","5","Savannah, Ga","Port Qasim","631010, 630710","Bales Textile Ups Rmq Idl Form Hmb Dated Ddc, Textile Ups Bales Textile Ups Rmq Idl Ddc Form Hmb Dated, Textile Said Uacu Cotton Qualite Bartowel Bleached White Hlxu Cotton Qualite Bartowel Bleached White Baf Exp Baf Exp Xphase Karachi Ntn Pakistan","11","116718","Ideal Textile Corp","3000B Shawnee Industrial Way Suite 100 Suwanee Ga 30024 U S A Tel 678-341-5550 Fax 470-239-7254, 3000B Shawnee Industrial Way Suite 100 Suwanee Ga 30024 U S A Tel: 678-341-5550, 3000B Shawnee Industrial Way Suwanee Ga 30024 Tel 678-341-5550 /678-288-4053 Fax 470-239-7254 Email Idealtextile1Gmail Com"
"Juvo Plus Inc","245 W Foothill Blvd Monrovia Ca 91016 Usa Tel626-358-5100 Fax626-358-5111, 245 W Foothill Blvd Monrovia Ca 91016 Usa Tel:626-358-5100 Fax:626-358-5111 E-Mail:Customs@Juvoplus Com","juvoplus.com","Phone Numbers: 6263585100, 6263585111 --- Emails: Customs@Juvoplus Com","United States","5","Los Angeles, Ca","Ningpo","420299, 570232","Elastic Ball Textile Lace Elastic Ball Plastic Shelving Paper Bags Card Paper Label Flexible Magnet Paper Folder Bandage Artificial Flower Glitter Glue Paper Pinata Solid Wood, Other Textile Articles Wrist Band Plastic Table Covers Tissue Paper Cup Paper Tableware Corrugated Cardboard Plastic Bags Does Any Wood, Rubberized Textile Fabrics Nesoi Knit Cro Diving Piece Paper Paper Plates Paper Tableware Cake Boards Wood Its Partial Shipments Which Were Loaded Into Fciu","5","43056","Juvo Plus Inc","245 W Foothill Blvd Monrovia Ca 91016 Usa Tel626-358-5100 Fax626-358-5111, 245 W Foothill Blvd Monrovia Ca 91016 Usa Tel:626-358-5100 Fax:626-358-5111 E-Mail:Customs@Juvoplus Com"
"Kamish Investment Group Llc","3515 Canyon Ln Phone: 409-998-9185","","Phone Numbers: 4099989185 --- Emails: ","United States","5","Charleston, Sc, Los Angeles, Ca, Norfolk, Va","Port Qasim, Kwangyang, Shanghai","630699","Textile","10","109558","",""
"Kmc A Division Of Jam Industries Usa Llc","310 West Newberry Road Bloomfield Ct 0600238672 Tel: 514-457-2555, 310 West Newberry Road Bloomfield Ct 06002 38672 Tel: 514-457-2555","","Phone Numbers: 0600238672, 5144572555 --- Emails: ","United States","5","Los Angeles, Ca","Yantian","420292","Musical Instrument Musical Instrument Carpet Textile Floor Covering, Musical Instrument Musical Instrument Cartpet Textile Floor Covering","5","10107","Bay Brokerage Ltd","42832 Nys Rt12 Alexandria Bay New York 13607 Tel: 518-298-5684 Airocean@Baybrokerageus Com"
"Leigh Fibers Inc","1101 Syphrit Rd Wellford Sc 29385 Usa Ph 864 439 4111 Atte Lynette Sullivan","","Phone Numbers: 8644394111 --- Emails: ","United States","5","Savannah, Ga","Adana, Cartagena","530390","Textile Waste Denim Shoddy, Textile Waste","20","196027","Unique Logistics Inter Atl Llc, Leigh Fibers Inc","2727 Paces Ferry Rd Se Bldg 1 Ste 1 Atlanta Ga 30330 Email Chbuli-Atl Com, 1101 Syphrit Rd Wellford Sc 29385 Usa Ph 864 439 4111 Atte Lynette Sullivan, 1101 Syphrit Rd Wellford Sc 29385 Usa Ph 864 439 4111 Lsullivanleighfibers Com"
"Liberty Glove Safety Co","433 Cheryl Lane City Of Industry Ca 91789 Tel Fax800 327 8333","","Phone Numbers: 8003278333 --- Emails: ","United States","5","Norfolk, Va, Los Angeles, Ca","Shanghai","560710, 392220, 570320","Other Textile Articles Beard Cover Bouffant Cap Coverall Lab Coat Shoe Cover Sleeve Solid Wood, Other Textile Articles Beard Cover Bouffant Cap Nylon Hair Coverall Lab Coat Shoe Cover Solid Wood, Other Textile Articles Nylon Beard Cover Beard Cover Bouffant Cap Face Mask Coverall Sleeve Shoe Cover Solid Wood","5","39460","Liberty Glove Safety Co","433 Cheryl Lane City Of Industry Ca 91789 Tel Fax800 327 8333"
"Medline Industries Inc","Three Lakes Drive Northfield Il 60093 Tel 847-643-4798, Three Lakes Drive Northfield Il 60093 Usa Tel 847-949-5500 Fax 847-979-2695, Three Lake Drive Northfiled Il 600 Tel : 847-949-5500 Fax : 847-949-2695","","Phone Numbers: 8479495500, 8476434798, 8479792695 --- Emails: ","United States","5","New York/Newark Area, Newark, Nj, Los Angeles, Ca, Oakland, Ca","Port Qasim, Qingdao, Shanghai","630231, 630790, 290719","Other Textile Articles Medical Supplies Nil Nil Service Contract Declared That, Medical Supplies Dzns Cntr Medical Supplies Textile Items Medical Supplies Cotton Polyester White Bleached Flat Sheet Form Hmb Dated Export References Mdp Days Free Time Detention Destination Ddc, Pairs Medi Cal Supplies Textile Items Medical Supply Mbl Export Referen Ces Lml","7","76093","Ups Supply Chain Solutions","Brokerage 490 Supreme Dr Bensenville Il 60106, Brokerage 490 Supreme Dr Bensenville Il 60106 Tel 630-787-3168, Brokerage 490 Supreme Dr Bensenville Il 60106 Tel : 630-787-3168"
"New Fashion World Corp","Po Box 51494 Toa Baja Pr 00950 San Juan Puerto Rico Tel: 787-795-4900 Fax: 787-795-4980","","Phone Numbers: 7877954900, 7877954980 --- Emails: ","United States","5","San Juan, Puerto Rico","Panama Canal ?C Caribbean","460210, 491110, 701890","Cotton Bedspread Wickerwork Basket Cotton Bedspread Wickerwork Basket Halloween Textile Ornaments Ceramic Kitchenware Polyresine Figures Plastic Flowers Hereby Certifying That There Solid Wood Country China India Information Appearing Declaration Relating Quantity Cargo Each Instance Based Have Knowledge Information Which Would Lead Believe Suspect That Information Furnished Incomplete Inaccurate False Any Way, Halloween Textile Ornaments Glass Halloween Textile Ornaments Glass Cups Glass Base Drinking Glass Acrylic Glass Electric Ceramic Lamp Electric Metal Ceiling Lamp Electric Metal Lamp Hereby Certifying That There Solid Wood Country China Turkey Taiwan Bangladesh Information Appearing Declaration Relating Quantity Cargo Each Instance Based Have Knowledge Information Which Would Lead Believe Suspect That Information Furnished Incomplete Inaccurate False Any Way, Mercancia General Xmas Ornaments Halloween Textile Ornaments Hereby Certifying That There Solid Wood Country China India Information Appearing Declaration Relating Quantity Cargo Each Instance Based Have Knowledge Information Which Would Lead Believe Suspect That Information Furnished Incomplete Inaccurate False Any Way","5","60374","New Fashion World Corp","Po Box 51494 Toa Baja Pr 00950 San Juan Puerto Rico Tel: 787-795-4900 Fax: 787-795-4980"
"Organics And More Llc","34 Old Mill Road Greenville Sc-29607 Usa Attn Beth Snelgrove Tel 864-469-4559 Email, 34 Old Mill Road Greenville Sc-29607 Usa Attn Beth Snelgrove Tel 864-469-4559 Email Beth Snelgroveorganicsnmore Com","","Phone Numbers: 8644694559 --- Emails: ","United States","5","Charleston, Sc","Port Qasim","521211, 382541, 600690","Cotton Units Organic Cotton Mattress Ticking Matress Ticking Organic Cotton Elastane Organic Cotton Fabrics Organic Cotton Home Textile Organic Cotton Days Free Time Detention Allowed Port Destinations Comm Exp Form Ahb Form, Cotton Units Pkgs Units Organic Cotton Fabrics Home Textile Comm Exp Rolls Yards Cotton Fabrics Comm Exp Days Free Time Allowed Port Destinations, Fabrics Units Pkgs Units Organic Cotton Fabrics Home Textile Comm Exp Rolls Yards Cotton Fabrics Comm Exp Days Free Time Allowed Port Destinations Form Ahb Form","5","73662","Clearfreight Inc","1067 Sneath Lane San Bruno Ca 94066 Usa Tel 650 491 9533 M 650 871 95801204 Contact Name Liz Chapman, 1067 Sneath Lane San Bruno Ca 94066 Usa Tel 650 491 9533 M 650 871 95801204 Contact Name Liz Chapman Email"
"Pointe International Inc","108 Fairway Court Northvalenj 07647Usatel 201 402 6400Fax 201-750 -4780, 108 Fairway Court Northvale Nj0764 7 Usa Tel 201-402-6400 Fax 201-7","","Phone Numbers: 2014026400, 2017504780 --- Emails: ","United States","5","New York/Newark Area, Newark, Nj","Pusan","481490, 680510","Textile Wallcovering, Textile Woden Fabric, Textile Woven Fabric","5","9692","Pointe International Inc, Same As Consignee","108 Fairway Court Northvale Nj0764 7 Usa Tel 201-402-6400 Fax 201-7, Same As Above, 108 Fairway Court Northvalenj 07647Usatel 201 402 6400Fax 201-750 -4780"
"Qvc Inc","1200 Wilson Drive Studio Park West Chester Pa 19380-4262 Attn: Tina Nask/Fax 484 701-1402, 1200 Wilson Drive Studio Park West Chester Pa 19380-4262 Attn: Tina Nask Fax 484-701-1402, 1200 Wilson Drive Studio Park West Chester Pa 19380-4262 Usa Attn: Tina Nask - Fax #484-701-1402","","Phone Numbers: 4847011402 --- Emails: ","United States","5","Norfolk, Va, Charleston, Sc, Los Angeles, Ca","Yantian, Ningpo, Vung Tau","630231, 591120, 610442","Articles Textile Organizer Wood Cus Zhejiang China Qvcpny Geodis Phone Qvc Wilson Drive Studio Park West Chester Attn Tina Nask Mail, Cotton Woven Down Blanket Cotton Woven Down Blanket Cotton Woven Down Blanket Cotton Woven Sheet Pillow Cotton Woven Down Blanket Cotton Woven Down Blanket Luohu District Shenzheno Pac Ung Home Textiles Heshan Laden Board Wood Mate Qvc Wilson Drive Studio West Chester Attn Tina Nask Mail, Cotton Woven Down Blanket Luohu District Shenzheno Pac Ung Home Textiles Heshan Laden Board Wood Mate Qvc Wilson Drive Studipark West Chester Attn Tina Nfax Mail Cotton Woven Sheet Pillow Cotton Woven Down Blanket Cotton Woven Down Blanket Cotton Woven Down Blanket Cotton Woven Down Blanket Cotton Woven Down Blanket","12","109490","Qvc Inc, 1 Geodis Usa The Navy Yard, Geodis Usa The Navy Yard","1200 Wilson Drive Studio Park West Chester Pa 19380-4262 Attn:Tina Nask Fax 484-701-1402, 1200 Wilson Drive Studio Park West Chester Pa 19380-4262 Attn: Tina Nask Fax 484-701-1402, 5101 S Broad Street Philadelphia Attn: Justine Newell - Phone #: 267"
"True Timber Outdoors Holding Co Llc","150 Accurate Way Inman Sc 29349 Email : Georgi@Truetimber Com","truetimber.com","Phone Numbers:  --- Emails: Georgi@Truetimber Com","United States","5","Savannah, Ga","Pusan, Singapore","531090, 590320","Burlap Htc Fall Burlap Htc Green Burlap Drt Leafy Die Cut Htc Fall Leafy Die Cut Htc Green Leafy Die Cut Drt Shaoxing Sizhuang Textile Buil Ding Floor Hou Vil Lage Kexi Garment Park Qian Qing Town Keqiao Area Shaoxin China Service Contract Declared That Wood Msku High Cube, Burlap Htc Fall Netting Kanati Netting Drt Burlap Htc Green Burlap Drt Burlap Kanati Leafy Die Cut Htc Green Leafy Die Cut Drt Leafy Die Cut Kanati Shipp Shaoxi Sizhuang Textile Uilding Floor Hou Village Kexi Garment Park Ianqing Town Keqiao Area Shao Xing China Declared That Wood Maeu High Cube, Burlap Htc Green Burlap Kanati Microfleece Shaoxing Zhuang Textile Buildi Floor Hou Villa Kexi Garment Park Qianqi Town Keqiao Area Shaoxing China Declared That Woo Mrku Std Dry","5","66357","Yusen Logistics Americas Inc Chicago Branch","1300 Busse Rd Elk Grove Village Il 60007"
"Unger Fabrik Llc","18525 Railroad St City Of Industry Ca 91748 Tax:95-468470500 Tel: 626 469-8050","","Phone Numbers: 6264698050, 95468470500 --- Emails: ","United States","5","Long Beach, Ca, Los Angeles, Ca","Pusan, Qingdao","560121","Textile Piece Nowood, Textile Piece Wood","10","108100","Unger Fabrik Llc","18525 Railroad St City Of Industry Ca 91748 Tax:95-468470500 Tel: 626 469-8050"
"Yunhai Intl Inc","A D D591 Fulper Ct Sugar Hill Ga 30518Tel-626-386-8061E T N 36-4, 591 Fulper Ct Sugar Hill Ga 30518 Tel : 626-386-8061, 591 Fulper Ct Sugar Hill Ga 30518 Tel : 626-386-8061 Fax : 888-818-0765","","Phone Numbers: 6263868061, 8888180765 --- Emails: ","United States","5","Los Angeles, Ca, Long Beach, Ca","Ningpo, Kao Hsiung, Taipei","560121, 600590, 610990","Garments Womens Shirts Textile Piece Good, Negotiable Waybill Release Procedures Rolls Textile Piece Arrival Gamil, Textile Knitting Prints Fabric","9","105011","Yunhai Intl Inc","A D D591 Fulper Ct Sugar Hill Ga 30518Tel-626-386-8061E T N 36-4, 591 Fulper Ct Sugar Hill Ga 30518 Tel : 626-386-8061, 591 Fulper Ct Sugar Hill Ga 30518 Tel : 626-386-8061 Fax : 888-818-0765"
"A&P Technology 4595 East Tech","- Cincinnati Oh 45245-1055 Jschneider@Braider Com Fax: +1 513 688 3201, - Cincinnati Oh 45245-1055 Jschneider@Braider Com Fax:  513 688 3201","braider.com","Phone Numbers: +15136883201, 5136883201 --- Emails: 45245-1055 Jschneider@Braider Com Fax","United States","4","Norfolk, Va","Stadersand","701919","Textile Glass Texturised, Textile Glass Plied Yarn","4","32546","Hli Logistics Llc","1250 Liberty Ave Usa-Hillside Nj 07205 Anja@Hlilog Com Joanna@Hlilog Com/Aline@Hlilog Com Ute@Hlilog Com/Melanie@Hlilog Com"
"Amazon Com Services Llc","410 Terry Ave North Seattle Wa 98109-5210 Attn: Ben Stiling Tel: 206-765-4723 Email:","","Phone Numbers: 2067654723 --- Emails: ","United States","4","Los Angeles, Ca, Long Beach, Ca","Qingdao, Ningpo, Xiamen","630260","Five Hundred Thirty Only Process Cotton Ups Cott Terry Towel Other Ups Textile Articles Toilet Linen Terry Towelling Abrics Cotton Hsn Ranlhxt Bill Bill Comm Psi Tax, Four Thousand Seven Hun Dred Ninty Six Only Other Ups Textile Articles Toilet Linen Erry Towelling Fabrics Otton Vyf Bill Bill Comm Tax Psi, Thousand Seventy Our Only Processe Cotton Ups Cotto Terry Towel Hsn Other Ups Textile Articles Toilet Linen Terry Towelling Fabrics Cotton Bhgm Gnhep Bill Bill Comm Tax Thousand Seventy Our Only Processe Cotton Ups Cotto Terry Towel Hsn Other Ups Textile Articles Toilet Linen Terry Towelling Fabrics Cotton Bhgm Gnhep Bill Bill Comm Tax","11","53915","Ups Supply Chain Solutions","1201 W Olympic Blvd 3Rd Floor Los Angeles Ca 90006 Attn: Amazon Us Docs"
"Anker Logistica Y Carga Sas","Carrera 74 No 55 66 Normanda Ii Sector Bogot Colombia Nit 900 183 090 2 Aci Aereo 1087, Nit 900 183 090 2 Aci Maritimo 463 Carrera 74 No 55 66 Normandia Ii Setel 571 746 08 15, Nit: 900 183 090 - 2 Aci Maritimo 4Carrera 74 No 55 - 66 Normandia I Bogota Colombia","","Phone Numbers: 9001830902, 5717460815 --- Emails: ","United States","4","Houston, Tx, New Orleans, La","Veracruz","482210, 392340","Polypropylene Pallet Cajas Cajas Con Pzs Una Caja Con Pzs Polypropilene Cone Blanco Los Tipos Utilizados Para Bobinado Hilados Textiles Wooden Treated Certified Expail, Tal Bultos Tari Mas Con Cajas Piezas Cajas Piezas Tubo Eng Blanco Solido Los Tipos Utilizados Para Bobinado Hilados Textile Oden Treated Cert Ified, Tal Bultos Tari Mas Con Cajas Pzs Tarimas Con Cajas Piezas Tubo Eng Blanco Liso Carto Cono Los Tipos Utilizados Para Bobinado Hilados Textiles Wooden Treated Certified","4","22613","Anker Logistica Y Carga Sas Nit, Anker Logistica Y Carga Sas Carrera","74 No 55 66 Normanda Ii Sector Bogot Colombia Nit 900 183 090 2 Aci Aereo 1087, 900 183 090 - 2 Aci Maritimo 4Carrera 74 No 55 - 66 Normandia I Bogota Colombia, 900 183 090 2 Aci Maritimo 463 Carrera 74 No 55 66 Normandia Ii Setel 571 746 08 15"
"Bando Usa Inc","1149 West Bryn Mawr Itasca Illinoi S 60143 60143, 1149 West Bryn Mawr Itasca Illino 60143 Usa Tel: +1-630-773-6600 Fa X: +1-630-773-6912","","Phone Numbers: 6014360143, +16307736600, +16307736912 --- Emails: ","United States","4","New York/Newark Area, Newark, Nj","Colombo Harbor","401012","Vee Fan Belts Reinforced Manmade Textile Cord","4","4021","Bando Usa Inc","1149 West Bryn Mawr Itasca Illinoi S 60143 60143, 1149 West Bryn Mawr Itasca Illino 60143 Usa Tel: +1-630-773-6600 Fa X: +1-630-773-6912"
"Benik Corp","11871 Silverdale Way Nw No 107 Sil Verdale Wa 98383 U S A Tel:1-360 -692-5601, 11871 Silverdale Way Nw No 107 Sil Verdale Wa 98383 U S A Tel:1-360 -692-5601Fax:1-360-692-5600, 11871 Silverdale Way Nw No 107Silv Erdale Wa 98383 U S A Tel:1-360- 692-5601Fax:1-360-692-5600","","Phone Numbers: 13606925601, 13606925600 --- Emails: ","United States","4","Tacoma, Wa","Pusan, Kobe","600129","Rubberised Textile Fabrics Knitted Crocheted","4","8368","Benik Corp","11871 Silverdale Way Nw No 107 Sil Verdale Wa 98383 U S A Tel:1-360 -692-5601, 11871 Silverdale Way Nw No 107 Sil Verdale Wa 98383 U S A Tel:1-360 -692-5601Fax:1-360-692-5600, 11871 Silverdale Way Nw No 107Silv Erdale Wa 98383 U S A Tel:1-360- 692-5601Fax:1-360-692-5600"
"Centrotex Ca Rif","No J501364818 Calle Calle 84 Este-Oeste 6 Local Ncivico 64-230 Nro 217 218 219 220","","Phone Numbers: 217218219220 --- Emails: ","United States","4","New York/Newark Area, Newark, Nj","Algeciras, Tanger","560121, 293299, 551332","Textile Piece Fabri Bill Sansim Panama City Pan Ama, Textile Piece Fabri Bill Sansim Panama City Panama, Textile Piece Fabric Bill Ansim Panama City Pan Ama","8","106414","Centrotex Ca Rif","No J501364818 Calle Calle 84 Este-Oeste 6 Local Ncivico 64-230 Nro 217 218 219 220"
"Coco Boston Llc","4 Longwood Dr Apt 3 Andover Ma 01810 Tel: +1 774 253-9368, 4 Longwood Dr Apt 3 Andover Ma Tel: +1 774 253-9368","","Phone Numbers: +17742539368 --- Emails: ","United States","4","Boston, Ma, Miami, Fl, New York/Newark Area, Newark, Nj","Pusan, Kao Hsiung, Panama Canal ?C Caribbean","720421, 732399","Food Plastic Stainless Steel Plts Pkgs Sacks Bdls Food Plastic Stainless Steel Textile Items Fda Fce Sid Fce Sid, Food Plastic Stainless Steel Textile Pkgs Plts Sacks Bdls Food Food Plastic Stainless Steel Textile Items Equipment Fda Fce Sid Fce Sid Fce Sid, Stainless Steel Pkgs Plts Sacks Bdls Crt Food Plastic Stainless Steel Textile Items Equipment Fda Fce Sid Fce Sid","4","52805","Coco Boston Llc","4 Longwood Dr Apt 3 Andover Ma 01810 Tel: +1 774 253-9368, 4 Longwood Dr Apt 3 Andover Ma Tel: +1 774 253-9368"
"Design Collection","2209 S Santa Fe Ave Los Angeles Ca 90058 John 323 277-9200 John 323 277-9200, 2209 S Sata Fe Ave Los Angeles Ca 90058 Tel323-277-9200 Fax323-277-1717, 2209 S Sata Fe Ave Los Angeles Ca 90058 Tel:323-277-9200 Fax:323-277-1717","","Phone Numbers: 3232771717, 3232779200, 2132779200 --- Emails: ","United States","4","Long Beach, Ca","Shanghai","680510, 845150","Textile Fabric, Textile Fabrics","4","3251","Design Collection","2209 S Santa Fe Ave Los Angeles Ca 90058 John 323 277-9200 John 323 277-9200"
"Fuerte Fashion Sa De Cv","Carretera Federal Mexico Puebla Km 90 5 Huetjozingo Puebla Tel 011 52 227 688 0757 Contact Gabpuebla 74160 Mx, Ricardo Flores Magon 98 13B 52 22 249120 F 5222 248757 Sang San Jeronimo 72100 Mx, Ricardo Floresmagon 98 13B San Jeronimo Caleras Puebla 52 22 249120 Pedro Puebla72100 Mx","","Phone Numbers: 5222249120, 5222248757, 011522276880757 --- Emails: ","United States","4","Long Beach, Ca, Los Angeles, Ca","Shanghai","560121","Textile Piece","4","7287","A & Z Logistics Inc, Meridian Textiles Inc, Priority Cargo Expeditors","1904 Cleveland Avenue National City Ca91950 Us, 2155 Paseo De La Americas 31 Sandiego Ca 92154 Meridian Textile Inc 6415 Canning Street Commerceca90040 Us, 31 San Diegoca92154Meridian Textiles Inc 6415 Canning Street 323 869 5700 Commerce Ca90040 Us"
"Global Textile Alliance Inc","2361 Holiday Loop Rd Nc27320 Info@Gtatextiles Com, 2361 Holiday Loop Rd Nc 27320 United States +1 336 347-7601 Info@Gtatextiles Com","gtatextiles.com","Phone Numbers:  --- Emails: Nc27320 Info@Gtatextiles Com, 347-7601 Info@Gtatextiles Com","United States","4","Charleston, Sc","Singapore","540233","Polyester Textured Yarn Pdty Sil Ode Proforma Pdty Shipping Mark Gta Textiles Usa International Australia Pdty Sil, Polyester Textured Yarn Pdty Wil Ode Proforma Pdty Shipping Ark Gta Textiles Usa Ternational Australia Wil, Yarn Textile Madeup Garment Dry Flow Polyester Textured Yarn Export Contract Esc Ein September Peb Tax","8","88527","Carrie International Donald O Montgomery Customs Broker","2050 Spaulding Drive Suite 3A North Charleston Sc 29406, 2050 Spaulding Drive Suite 3A North Charleston Sc 29406 Email:Imports@Cifservices Com"
"Jimco Lamp Manufacturing Co","11759 Hwy 63 B Bono Ar 72416 Usa Tel 870-935-6820, 11759 Hwy 63 B Bono Ar 72416 Usa Tel 870-935-6820 Fax 870-935-6822","","Phone Numbers: 8709356820, 8709356822 --- Emails: ","United States","4","Savannah, Ga, Los Angeles, Ca","Mandvi, Ningpo","940490, 970600","Art Beddng Mattrss Etc Quilts Cus Nine Hundred Only Jute Hand Crochted Pouf Filling Eps Balls Othe Textile, Nine Hundred Only Jute Hand Crochted Pouf Filling Eps Balls Other Textile Bill Custom Bolt Hbl Del Scac Chsl, Nine Hundred Only Jute Hand Crochted Pouf Filling Eps Balls Other Textile Bill Custom Hbl Del Scac Chsl","4","14733","Kuehne Nagel Inc","810 Landmark Dr Suite 221-229 Glen Burnie Md 21061 Usa Tel 909-219-6773 Fax 410-412-7325"
"Kravet Fabrics Inc","Ftz 38G 1500 Highway 29 South Foreign Trade Zone Ftz 38G Anderson Sc 29626 Ph 7328024075, Ftz 38G 1500 Highway 29 South Anderson Sc 29626 Usa 29626 Ph 7328024075, Ftz 38G 1500 Highway 29 South Foreign Trade Zone Ftz 38G Anderson Sc 29626 Ph:7328024075","","Phone Numbers: 7328024075 --- Emails: ","United States","4","New York/Newark Area, Newark, Nj","Colombo Harbor","540822","Said Four Pallet Plastic Covered Textiles Exp Exp, Said Seven Pallet Plastic Covered Textiles Exp Exp Kgssb, Said Ten Bales Textiles Exp Exp Exp Exp","4","3379","Kravet Inc, Karvet Fabrics Inc","1500 Highway 29 South Anderson Sc 229626 Agata Jagielska Kravet Com, Ftz No 38G 1500 Highway 29 South A Anderson Sc 29626 Usa Agata Jagielskakravet Com, Ftz No 38G 1500 Highway 29 South Annderson Sc 29626 Usa Agata Jagielska Kravet Com"
"Locher Evers International","456 Humber Place Annacis Business Park New Westminster B C V3M 6A5 Tel: 604 523 5100","","Phone Numbers: 6045235100 --- Emails: ","United States","4","Tacoma, Wa","Kao Hsiung","161102, 551332, 620112","Garments Textile Garments Textile Men Wind River Heritage Heathereds Crew Neck Tee Flannel Pant Tee Cotton Polyester Knit Pant Cotton Mens Pack Woven Boxer Shorts Cotton Bsewrf Bscdhasw Rdm Cont Richlu Rdm Exp Hbl Cgp Vcr Scd Also Richlu Manufacturing Adelaide Street Winnipeg Manitoba, Garments Textile Men Long Sleeve Crew Neck Knit Pullover Peach Finish Mens Cotton Cotton Polyester Mens Classic Pack Woven Boxer Cotton Mens Pack Woven Boxer Shorts Cotton Bsedhf Bscdhas Bscdhasw Rdm Cont Richlu Rdm Exp Hbl Cgp Vcr Scd Also Richlu Manufacturing Adelaide Street Winnipeg Manitoba, Garments Textile Mens Lined Cotton Coverall Polyester Lining Quilted Polyester Polyfill Woven Mens Lined Cotton Bib Overall Polyester Quilted Polyester Woven Sjb Richlu Cont Richlu Contract Exp Hbl Cgp Vcr Scd Also Richlu Manufacturing Adelaide Street Winnipeg Manitoba","7","53686","Locher Evers International","456 Humber Place Annacis Business Park New Westminster B C V3M 6A5 Tel: 604 523 5100"
