"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Bfg Of North Carolina Inc","1321 Long Street High Point Nc 27262 Phone: 336-887-3832, 1321 Long Street High Point Nc 27262 Usa Phone: 336-8873832","","Phone Numbers: 3368873832 --- Emails: ","United States","15","New Orleans, La, Houston, Tx","Tampico, Veracruz","940350, 700992","Furniture Pine Wood Elliottis Clean Board Col Lect Ncm Wooden Applicable Express Lease Delivery Address Furniture Corp Military Pearl River, Furniture Pine Wood Elliottis Clean Board Col Lect Ncm Wooden Applicable Express Releas Delivery Address Urniture Corp Old Mili Tary Pearl River, Volumes Assembled Oden Furniture Pine Wood Below Jcs Due Ruc Ncm Solid Wood Materi Has Been Shi Pment Wooden Aplicable Eight Express Releas Delivery Address Rtg Furniture Corporation Addre Miller Zip City Brookshire Country Estados Unidos Phone Logisti Csroomstogo","19","125517","R T G Furniture Corp, Rtg Furniture Corp","11540 Highway 92 East Seffner Fl 33584 Phone: 813 621-3958, 11540 Highway 92 East Seffner Fl 33584 Phone: 813 621-3958 -, 11540 Hwy 92 East Seffner Fl 33584 Phone: 813 623-5400"
"Bayer S A","; Rua Domingos Jorge 1100 Ctc: Maria Teixeira1@Bayer Com; Tel: +55 11 5694 7018 0, ; Rua Domingos Jorge 1100 Ctc: Maria Teixeira1@Bayer Com; Tel:  11 5694 7018 0","bayer.com","Phone Numbers: +551156947018, 11569470180 --- Emails: Maria Teixeira1@Bayer Com","United States","14","Houston, Tx","Veracruz","400220, 940330, 730210","Aspirina Eferv Brasil Batch Lbp Flanax Tab Batch Lng Brpo Temperatura Degrees Unprocessed Wood Cargo Securing Handling Wood Treated According Ispm Standard Sin Ventilacion Humedad Ncm Envio Bayer Domingos Jorge Socorro Sao Paulo Brasil Camila Amaral Bayer, Flanax Tab Batch Lra Flanax Tablets Batch Lth Temperatura Degrees Unprocessed Wood Cargo Securing Handling Wood Treated According Ispm Standard Sin Ventilacion Humedad Ncm Envio Bayer Domingos Jorge Socorro Sao Paulo Brasil Camila Amaral Bayer, Flanax Tab Batch Pns Temperatura Degrees Unprocessed Wood Cargo Securing Handling Wood Treated According Ispm Standard Sin Ventilacion Humedad Ncm Envio Bayer Domingos Jorge Socorro Sao Paulo Brasil Camila Amaral Bayer","14","49277","Bayer Sa, Bayer S A","Est Boa Esperanca 650 Belford Roxo, ; Rua Domingos Jorge 1100 Ctc: Maria Teixeira1@Bayer Com; Tel: +55 11 5694 7018"
"Ineos Styrolution Do Brasil","Polimeros Ltda Cnpj 12 487 655/0002-04 Av Papa Joao Xxiii 2 479 09370-800 Maua, Polimeros Ltda Cnpj 12 487 655/0003-87 Rod Br 101 2050 - Sala 15 88311-600 Itajai, Polimer Ltda Cnpj 12487655000204 Av Papa Joao Xxiii 2479 Suppl Amz 2 Bl A Loteamento Industrial","","Phone Numbers: 247909370800, 1588311600, 1126638100 --- Emails: ","United States","14","Houston, Tx, San Juan, Puerto Rico","Tampico, Port Bustamante","390390, 730210, 390310","Chemical Product Each Luran Ncm Country Mexico Procedence Country Mexico Acquisition Country Mexico Wooden Treated Certified Wood Cargo Securing Handling Treated According Ispm Standard Brazil Inoffensive Chemical Product, Chemical Product Big Bags Each Luran Ncm Inoffensive Chemical Product Country Mexico Procedence Country Mexico Acquisition Country Mexico Wooden Treated Certified Wood Cargo Securing Handling Treated According Ispm Standard, Chemical Product Big Each Luran Ncm Inoffensive Chemical Product Country Mexico Procedence Country Mexico Acquisition Country Mexico Wooden Treated Certified Wood Cargo Securing Handling Treated According Ispm Standard Chemical Product Big Each Luran Ncm Inoffensive Chemical Product Country Mexico Procedence Country Mexico Acquisition Country Mexico Wooden Treated Certified Wood Cargo Securing Handling Treated According Ispm Standard","49","534804","Comissaria Pibernat Ltda, Pbl Assessoria De Comercio Exterior Ltda, Pbl Assessoria De Comerico Exterior Ltda","Cnpj 57 108 730/0002-09 Rua Bras Cubas N 37 - 2 Andar 11013-161 Santos/Sp, Cnpj 92 102 433/0009-23 Rua Manoel Vieira Garcao No 120 88301-425 Itajai Brazil, R Alexandre Herculano 197 Cj 1901 Gonzaga 11050-031 Santos"
"The Chemours Chemical Shanghai Co Ltd","Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc T 862126120836 Attn Zonghua Wang, Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc Tel 862126120836 Fax 862126120862, Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc T 862138622909 Attn Zonghua Wang","","Phone Numbers: 862126120836, 862126120862, 862138622909 --- Emails: ","United States","14","Houston, Tx","Tampico","320611","Titanium Dioxide That Tio Tipure Epht Multi Modal Board Rail Vessel Malleco Port Loading Altamira Mexico Wood Marked Ippc Vendor Frame Work Hapag Lloyd Tax, Titanium Dioxide That Tio Tipure Epht Multi Modal Board Rail Vessel Msc Barcelona Port Loading Altamira Mexico Wood Matrial Marked Ippc Vendor Frame Work Tax, Titanium Dioxide That Tio Tipure Epht Multi Modal Board Rail Vessel Santa Viola Port Loading Altamira Mexico Wood Marked Ippc Vendor Frame Work Tax","48","728700","The Chemours Chemical Shanghai Co Ltd","Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc T 862126120836 Attn Zonghua Wang, Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc Tel 862126120836 Fax 862126120862, Room 526 5/F Building No 1 No 239 Gang Ao Road China Shanghai Pilot Free Trade Zone Shanghai Prc T 862138622909 Attn Zonghua Wang"
"Bridgestone Do Brasil Industria E Comercio Ltda","Av Queiros Dos Santos 1717 Santo Andre-Sp-Brasil- Cep 09015-901 Ctc Ms Simone C So Uza Ph 5511 4433 1276, Av Queiroz Dos Santos 1717 Santo Andre-Sp-Brasil- Cep 09015-901 Ctc Ms Simone C So Uza Ph 5511 4433 1276, Av Queiros Dos Santos 1717 Santo Andre-Sp-Brasil Ctc Ms Simone C Souza Ph 5511 4433 1276","","Phone Numbers: 551144331276 --- Emails: ","United States","13","Houston, Tx, New Orleans, La, Norfolk, Va","Tampico","280300","Carbon Black Carbon Black Inspec Carbon Mineral Negro Humo Inspec Ncm Wood, Carbon Mineral Carbon Black Inspec Carbon Mineral Negro Humo Inspec Ncm Ncm Wood, Carbon Black Carbon Black Inspec Carbon Mineral Negro Humo Inspec Ncm Ncm Wood","125","1421298","Bridgestone Do Brasil Industria E Comercio Ltda, Bridgestone Do Brasil Industria E C Omercio Ltda","Av Jornalista Roberto Marinho 85 Tower Bridge Corporate - 18 Floor 04576-010-Sao Paulo-Sp-Brazil Atte Dept Comex, Av Jornalista Roberto Marinho 85 Tower Bridge Corporate - 18 Floor 04576- 010- Sao Paulo - Sp - Brazil, Av Jornalista Roberto Marinho 85 Tower Bridge Corporate- 18 Floor 04756 -010-Sao Paulo-Sp-Brazil Atte Dept Comex"
"Gkn Do Brasil Ltda","Rua Joaquim Silveira 577 Porto Alegre 58512310000175 Mercedes Carvalho, Rua Joaquim Silveira 577 Porto Alegre 58512310000175 Mercedes Carvalho 55 51 3349 9500, Rua Joaquim Silveira 577 Porto Alegre 55 51 3349 9500 58512310000175 Mercedes Carvalho","","Phone Numbers: 58512310000175, 555133499500, 12310000175 --- Emails: ","United States","13","Houston, Tx","Veracruz","940350, 401693, 440399","Automotive Wooden Processed Wood Ncm, Trisphere Automotive Use Wooden Processed Wood Ncm, Automotive Use Bundles Trisphere Automotive Use Wood Declaration Treated Certified Plastics Steel Drums Drxx Polyisocyanate Wood Declaration Treated Certified Ncm Ball Bearing Ball Bearing Wood Declaration Treated Certified Ncm Stainless Steel Sheet Stainless Steel Sheet Wood Declaration Treated Certified Ncm Fearlessly Cap Dream Fearlessly Cap Love Fearlessly Cap Live Fearlessly Cap Wood Declaration Treated Certified Automotive Use Bundles Trisphere Automotive Use Wood Declaration Treated Certified Polyisocyanate Steel Drums Drxx Polyisocyanate Wood Declaration Treated Certified Ball Bearing Ball Bearing Wood Declaration Treated Certified Stainless Steel Sheet Stainless Steel Sheet Wood Declaration Treated Certified Ncm Fearlessly Cap Dream Fearlessly Cap Love Fearlessly Cap Live Fearlessly Cap Wood Declaration Treated Certified Ncm Ncm Ncm Ncm","14","117573","Gkn Do Brasil Ltda","Rua Joaquim Silveira 577 Porto Alegre 58512310000175 Mercedes Carvalho, Rua Joaquim Silveira 577 Porto Alegre 58512310000175 Mercedes Carvalho 55 51 3349 9500, Rua Joaquim Silveira 577 Porto Alegre 55 51 3349 9500 58512310000175 Mercedes Carvalho"
"Hardwoods Specialty Products Us L","17618 Harvill Avenue Perris Ca 92570 Usa Tel: 951-653-9400, 17618 Harvill Avenue Perris Ca 92570 Usa Tel: 951-653-9400 Fax: 951-653-9444, 17618 Harvill Avenue Perris Ca 92570 Usa Tel: 951-653-9400 Fax: 951-653-9444 Attn: Noyna Mori","","Phone Numbers: 9516539400, 9516539444 --- Emails: ","United States","13","Los Angeles, Ca, Long Beach, Ca","Lazaro Cardenas","441232","Birc Plywood Composite Wood Prod Ucts Appearing Iden Tified Descriptions Ing Carb Tsca Must Comply Ith Evironmental Protectio Agencys Tsca Title Standa Rds Reduce Formaldehyde Emi Ssions From Composite Wood Pro Ducts Mrku Netto, Netto Birch Plywood Composite Ood Appearing Identified Descriptio Carb Tsc Must Comply Eviron Mental Protection Agency Tsc Title Andards Redu Formaldehyde Emissions From Composite Wood, Birc Plywood Composite Wood Prod Ucts Appearing Iden Tified Descriptions Ing Carb Tsca Must Comply Ith Evironmental Protectio Agencys Tsca Title Standa Rds Reduce Formaldehyde Emi Ssions From Composite Wood Pro Ducts Tllu Netto","26","351154","John M Brining Co Inc","202 Congress Street Mobile Al 3660 Tel: 251-432-9741 Fax: 251-432-202 Email: Imports@Jmbrining Com, 202 Congress Street Mobile Al 36603 Tel:251-432-9741 Fax:251-432-2029, 202 Congress Street Mobile Al 3660 Tel: 251-432-9741 Fax: 251-432-2029Attn: John Hearne Email: John@Jmbri"
"Rgc Coffee Inc","1330 Greene Avenue Westmount Quebec H3Z 2B1 Canada Tel 5148451200 Id 035301-00098 Logisticsrgccoffee Com, 1330 Greene Avenue Westmount Quebec H3Z 2B1 Canada Tel 5148451200 Id035301-00098 Logisticsrgccoffee Com, Id035301-00098 1330 Greene Avenue Westmount Quebec H3Z 2B1 Canada Tel 5148451200 Fax 5148451250","rgccoffee.com","Phone Numbers: 5148451200, 035301000981330, 0353010009 --- Emails: Queb Logistics@Rgccoffee Com T","United States","12","New York, Ny, Houston, Tx, New York/Newark Area, Newark, Nj","Cartagena, Veracruz, Puerto Manzanillo","090111, 210690","Coffee Beans Dry Clean Grade Bags Mexican Green Coffee Beans Roasted Decafeinated Hst Kilos Each Bags Bags Board Payable Basel Switzerland Commodity Supplies Routing Party Commod Service Contract Egc Fda Facility Rgc Fda Tpat Declared That Does Include Any Solid Wood Rgc Produc Has Been Processed Fully Control Biological Pathogens Physical Hazards Chemical Hazards Including Mycotoxins That Might Present Requires Further Processing Prior Consumtion Coffee Beans Dry Clean Grade Bags Mexican Green Coffee Beans Roasted Decafeinated Hst Kilos Each Bags Bags Board Payable Basel Switzerland Commodity Supplies Routing Party Commod Service Contract Egc Fda Facility Rgc Fda Tpat Declared That Does Include Any Solid Wood Rgc, Coffee Beans Dry Clean Grade Bags Mexican Green Coffee Beans Roasted Decafeinated Hst Kilos Each Bags Bags Payable Basel Switzerland Commodity Supplies Routing Party Commod Service Contract Egc Commod Fda Facility Rgc Fda Tpat Decalred That Doest Include Any Solid Wood Rgc Produc Has Been Processed Fully Control Biological Pathogens Physical Hazards Chemical Hazards Including Mycotoxins That Might Present Requires Further Processing Prior Consumtion, Coffee Beans Dry Clean Grade Bags Mexican Green Coffee Beans Roasted Decaffeinated Hst Kilos Each Bags Bags Board Payable Basel Csa Fda Facility Rgc Fda Ctpat Declared That Hipment Does Include Any Solid Wood Product Has Been Processed Fully Control Biological Pathogens Physical Hazards Chemical Hazards Including Mycotoxins That Might Present Requires Further Processing Prior Consumption","26","403683","Commodity Supplies A, Rgc Coffee Inc, Brauner Intl Corp","G Roosstrasse 53 Postfach 172 Ch-8832 Wollerau Switzerland Tel 01141448074444 Meylin Estradacommodity Ch, Id035301-00098 1330 Greene Avenue Westmount Quebec H3Z 2B1 Canada Tel 5148451200 Fax 5148451250, Id035301-0098 1330 Greene Avenue Westmount Quebec H3Z 2B1 Canada Tel 5148451200 Fax 8451250"
"Singla Timbers Private Limited","Survey Number 548/1 Mithirohar Gandhidham 370201 Gujarat In Iec: 3009017405 Pan: Aancs8285R Gst: 24Aancs8285R1Z7 /, Survey Number 548/1 Mithirohar Gandhidham- 370201 Gujarat India Gst:24Aancs8285R127 Iec:3009017405, Surve Gandhidham -370201 Gujarat India Iec -3009017405 Gstin - 24Aancs8285R1Z7 Pan- Aancs8285R Arpitgupta26@Gmail Com+919996861560","","Phone Numbers: 3009017405, +919996861560 --- Emails: Aancs8285R Arpitgupta26@Gmail Com, Email- Arpitgupta26@Gmail Com","United States","12","Baltimore, Md, Houston, Tx, Los Angeles, Ca","Port Bustamante, Veracruz","440342, 440349, 440110","Troza Madera Teca Rollo Teak Wood Round Logs Troza Madera Teca Rollo Teak Wood Round Logs Troza Madera Teca Rollo Teak Wood Round Logs Troza Madera Teca Rollo Teak Wood Round Logs, Teak Wood Round Logs Hoppus Teak Wood Round Logs Hoppus Hoppus Volumen Hoppus Equival Hubber Kavish Interglobe Pte Jalan Besar Sim Lim Tower Building Rochor Singapore Uen, Teak Wood Round Logs Hoppus Teak Wood Round Logs Hoppus Hoppus Volumen Hoppus Equival Hubber Kavish Interglobe Pte Jalan Besar Sim Lim Tower Building Rochor Singapore Uen Teak Wood Round Logs Hoppus","98","1321123","Singla Timbers Private Limited, Kavish Interglobe Pte Ltd","Survey Number 548/1 Mithirohar Gandhidham 370201 Gujarat In Iec: 3009017405 Pan: Aancs8285R Gst: 24Aancs8285R1Z7 /, 10 Jalan Besar 06-07 Sim Lim Tower Building Rochor Singapore, 10 Jalan Besar 06 07 Sim Lim Tower Singapore -208787"
"Usina Fortaleza Industria E Comercio De Massa Fina Ltda","Cnpj 44 893 410/0014-07 Inscr 653 053 717 111 Rodovia Livio Tagliassachi S/N Km 3 5, ++ Rodovia Livio Tagliassachi Km 3 5 Parque Varanguera Sao Roque Sp Inscr 653 053 717 111 Cep 18132-545, Cnpj 44 893 410/0014-07 Inscr 653 053 717 111 Rodovia Livio Tagliassachi S/N Km","","Phone Numbers: 653053717111 --- Emails: ","United States","12","Houston, Tx","Tampico","252321, 940430","Cement Big Bags Big Bags Tons Big Bags Tons White Portland Tolteca Cement Type Export Wood Treated Certified Ncm, Cement Big Bags Tons Big Bags Tons White Portland Tolteca Cement Type Export Wood Treated Certified Ncm, Big Bags Big Bags Tons Big Bags Tons White Portland Tolteca Cement Type Export Wood Treated Certified Ncm","141","2631154","Usina Fortaleza Industria E Comercio De Massa Fina Ltda","Cnpj 44 893 410/0014-07 Inscr 653 053 717 111 Rodovia Livio Tagliassachi S/N Km 3 5, ++ Rodovia Livio Tagliassachi Km 3 5 Parque Varanguera Sao Roque Sp Inscr 653 053 717 111 Cep 18132-545, Cnpj 44 893 410/0014-07 Inscr 653 053 717 111 Rodovia Livio Tagliassachi S/N Km"
"American","8360 Elder Creek Road Sacramento Ca 95828 Phone 303 576 9200","","Phone Numbers: 3035769200 --- Emails: ","United States","10","Long Beach, Ca","Lazaro Cardenas","441829","Pine Doors Oden Treated Cert Ified Declared Shippe Agreement Certified Orestry Ima Coc Fsc Mix Due Ruc Ncm Domestic Routing Los Angeles Warehouse South Cedar Avenue Rial Phone Atn Luis Aparicio Also Masterpiece Nternational Oyster Poin Blvd Suite South San Francisco Phone Atn Ahmen Smith House Delivery Regulated Wood Materi Has Been Treated Accor Dance Requirements, Pine Doors Oden Treated Cert Ified Agreement Rtified Forestry Ima Coc Fsc Mix Due Ruc Ncm Mber Domestic Rou Ting Abs Los Angeles Ware House South Cedar Aven Rialto Phone Atn Luis Apa Ricio Also Mast Erpiece International Ster Point Blvd Suite Outh San Francisco Phone Atn Ahmen Smit Port House Delivery Regulated Wood Packi Has Been Treated Accordance Requ Irements Eight, Pine Doors Oden Treated Cert Ified Declared Shippe Agreement Certified Orestry Ima Coc Fsc Mix Due Ruc Ncm Domestic Routing Abs Los Angeles Warehouse South Cedar Avenue Ria Lto Phone Atn Luis Aparicio Also Masterpiece International Oyster Poi Blvd Suite South San Francisco Phone Atn Ahmen Smith Ort House Delivery Regulated Wood Mater Ial Has Been Treated Acco Rdance Requirements","20","186444","Perin Trade Co Llc","4160 Temescal Canyon Rd Suite 401 Corona Ca 92883 Usa T : 951 281-2557 F : 949 271-4077"
"Nissan Do Brasil Automoveis Avenida","Nissan 1500 Polo Industrial Resende Rj Cnpj 04 104 117/0007-61 Contact C Onuki Telephone 055 41 3380-1097","","Phone Numbers: 0554133801097 --- Emails: ","United States","9","Houston, Tx","Tampico","870899, 732690, 940190","Vehicles Nissan Vehicles Ncm Wood Declaration Treated Certified Vehicles Nissan Vehicles Ncm Wood Declaration Treated Certified Vehicles Nissan Vehicles Ncm Wood Declaration Treated Certified Vehicles Nissan Vehicles Ncm Wood Declaration Treated Certified, Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified, Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified Nissan Vehicles Nissan Vehicles Wood Declaration Treated Certified","48","359530","Nissan Do Brasil Automoveis Sttas","Do Brasil Assessoria E Consu L Em Com Rcio Exterior Rua Do R Cio 11 Andar Cnpj 06 270 668/0001-35 Contact C Onuki"
"Matras Srl","On Behalf Of Chemiba Srl Via De Marini 53 16149 Genova Italia Eori Code: It00275110104 Ctc Veronica Galluccio Ph  010 85 999 70, On Behalf Of Chemiba Srl Eori Code: It00275110104 Via De Marini 53 16149 Genova Italia Ctc Veronica Galluccio Ph +39 010 85 999 70, On Behalf Of Chemiba Srl Via De Marini 53 16149 Genova Italia Eori Code: It00275110104 Ctc Veronica Galluccio Ph +39 010 85 999 70","","Phone Numbers: 00275110104, +390108599970, 0108599970 --- Emails: ","United States","8","Houston, Tx","Veracruz","310510, 845210","Sodium Carbo Xymethylcellulose Type Wetcel Harmonized Codes Encina Wood Conifer Woods Supersack Each Encina Wood Conifer Woods Supersack Each Lote Each Each, Sodium Carboxymethylcellulose Type Wet Cel Harmonized Codes Encina Wood Conifer Woods Persack Each Encina Wood Pall Ets Conifer Woods Supersack Each Lote Tal Each Packag Each, Sodium Carboxymethylcellulose Type Wetcel Armonized Codes Encina Wood Conifer Woods Supers Ack Each Encina Wood Conifer Woods Supersack Each Lote Tota Each Each","8","130235","Chemiba S R L, Chemiba Srl","Via Xx Settembre 5 16121 Genova Italia Eori Code: It03419920107 Ctc Nicoletta Muci Ph 00 331 551 762, Via Xx Settembre 5 16121 Genova Italia Eori Code: It03419920107 Ctc:Nicoletta Muci Tel: 00 331 551 762, Via Xx Settembre 5 16121 Genova Italia Eori Code: It03419920107 Ctc:Nicoletta Muci Tel:00 331 551 762"
"Reckitt Benckiser Brasil Ltda","Rodovia Raposo Tavares 8015 Km 18 05577-900 Sao Paulo Brazil","","Phone Numbers: 1805577900 --- Emails: ","United States","8","Houston, Tx","Veracruz","300490","Luftal Gts Fco Bra Luftal Gts Bra Cartones Temperature Humidity Woode Treated Certified Naldecon Multi Llets Cartones Tempe Rature Humidity Wooden Treated Cer Tified Luftal Gts Fco Bra Luftal Gts Bra Cartones Temperature Humidity Woode Treated Certified, Luftl Color Luftl Color Cartones Wooden Ckage Treated Certified Tem Perature Hummidity Naldecon Tab Bra Naldecon Tab Bra Palle Wood Treated Certified Temperature Hummidity Luftl Luftal Drops Ldecon Tab Naldecon Tab Bra Naldecon Mult Piec Woo Den Treated Certifie Temperature Hummidity, Nal Decon Tab Bra Luftal Tab Blpx Bra Ooden Treated Certifi Temperature Hummidit Nal Decon Tab Bra Woode Treated Certified Temperature Hummidity","27","96211","Reckitt Benckiser Brasil Ltda","Rodovia Raposo Tavares 8015 Km 18 05577-900 Sao Paulo Brazil"
"Unilever Brasil Industrial Ltda","Av Das Industrias 315 Cnpj 01 615 814/0064-87 Vinhedo-Sp-Brasil 13280-000 Brasil Phone 19-38489010, Av Das Industrias 315 Cnpj 01 615 814/0064-87 Vinhedo-Sp-Brasil 13280-000 Brasil Phone 19-38489010 Po 4201123432","","Phone Numbers: 1938489010, 4201123432 --- Emails: ","United States","8","Houston, Tx","Veracruz","330720","Deodorants Stick Deodorants Stick Heat Treated Certified Woods According Ispm, Deodorants Deodorants Stick Heat Treated Certified Woods According Ispm, Personal Deodorants Deodorants Stick Heat Treated Certified Woods According Ispm Ncm","8","41760","Unilever Brasil Industrial Ltda","Av Das Industrias 315 Cnpj 01 615 814/0064-87 Vinhedo-Sp-Brasil 13280-000 Brasil Phone 19-38489010, Av Das Industrias 315 Cnpj 01 615 814/0064-87 Vinhedo-Sp-Brasil 13280-000 Brasil Phone 19-38489010 Po 4201123432"
"Vitelsa Mosquera S A","Nit: 900 725 839 9 Parque Industrial San Jorge Avenidatroncal De Occidente Km 19 Via, Nit: 900 725 839 9 Parque Industrial San Jorge Avenida Troncal De Occidente Km","","Phone Numbers: 9007258399 --- Emails: ","United States","8","San Juan, Puerto Rico","Tampico","700529","Clear Float Glass Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume Weihgt Persona Contacto Miryam Pilonieta, Clear Float Glass Clear Float Glass Clear Loat Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume, Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume Clear Float Glass Fono Persona Contacto Miryam Pilonieta Persona Contacto Laura Torres Clear Float Glass","25","395929","Lt Global Logistic","Nit: 900-639-834-4 Direccion: Km 1 5 Via Chia-Cajica Costado Occidental Edificio Oxus, Nit: 84070959-2 Direccion: Km 1 5 Via Chia-Cajica Costado Occidental Edificio Oxus, Nit: 900 639 834-4 Direcci N: Cra 1 11-130 Ofichia Chia Tel Fono: 8856040"
"Adani Warehousing Services Private","Limited Adani Ports And Sez Mundra Kutch-370421 Gujarat- India Iec Code:0813002371, Limited Adani Ports And Sez Mundra Kutch-370421 Gujarat- India Iec Code:0813002371 Pan :Aakca4998E","","Phone Numbers: 0813002371 --- Emails: ","United States","5","New Orleans, La, Houston, Tx","Veracruz","440342","Fsc Teak Wood Round Logs Hoppus Hoppus Volumen Hoppus Equiva Hubber Behalf Rajkripal Lumbers Limited Survey Mithi Rohar Gandhidham Kutch Gujarat India Gstin Aaacr Iec Pan Aaacr Docs Rklteak Fsc Coc Sgshk Coc Info Madhavoverseas Comfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfreight Cargo Transit Sez Ftwz Mundra Carg Receivers Risk Account Line Responsibiceases Pod Mundra Fsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppus, Cargo Transit Sez Ftwz Mundra Carg Receivers Risk Account Line Responsibiceases Pod Mundra Fsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppus Hoppus Volumen Hoppus Equiva Hubber Behalf Rajkripal Lumbers Limited Survey Mithi Rohar Gandhidham Kutch Gujarat India Gstin Aaacr Iec Pan Aaacr Docs Rklteak Fsc Coc Sgshk Coc Info Madhavoverseas Comfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppus, Cargo Transit Sez Ftwz Mundra Carg Receivers Risk Account Lines Responsibilceases Pod Mundra Fsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppusfsc Teak Wood Round Logs Hoppus Hoppus Volumen Hoppus Equiva Hubber Behalf Rajkripal Lumbers Limited Survey Mithi Rohar Gandhidham Kutch Gujarat India Gstin Aaacr Iec Pan Aaacr Docs Rklteak Fsc Coc Sgshk Coc Info Madhavoverseas","56","783449","Shree Madhavoverseas Pte Ltd","141 Cecil Street 08 04 Tung Ann Association Building Singapore - 069541 Uen:201111331N, 141 Cecil Street 08 04 Tung Ann Association Building Singapore - 069541 Uen201111331N"
"Neumaticos Goodyear S R L","Arias 1639 / 41 Piso 17 Cuit 30-50109078-2 C1429Dwa Caba Buenos Aires Argentina","","Phone Numbers: 3050109078 --- Emails: ","United States","5","Houston, Tx","Tampico","401100","Tires Ncm Wood Applicable, Ires Tires Ncm Wood Applicable, Tires Tires Ncm Declares Wood Applicable","13","74883","Neumaticos Goodyear S R L","Arias 1639 / 41 Piso 17 Cuit 30-50109078-2 C1429Dwa Caba Buenos Aires Argentina"
"Novelis Do Brasil Ltda","Cnpj: 60561800004109 Av Buriti 1087 Pindamonhangaba 12441270 - Sp - Brazil, Av Buriti 1087 Pindamonhangaba - 12441270 - Sp - Bcnpj: 60561800004109","","Phone Numbers: 60561800004109 --- Emails: ","United States","5","Houston, Tx","Tampico","760200","Aluminum Scrap From Beverage Cans Ncm Wood Applicable, Aluminum Scrap From Beverage Ans Ncm Woode Applicable, Aluminum Scrap From Beverage Cans Ncm Wood Applicable Aluminum Scrap From Beverage Cans Ncm Wood Applicable","12","138852","Urf Logistica Key Account Share, Novelis Do Brasil Ltda","Share Center / Cnpj 58 904 384/0001-57 Rua Augustosevero 7 - Centro - Santos - 11010-050 - Sp - Brazil//, Av Buriti 1087 Pindamonhangaba - 12441270 - Sp - Bcnpj: 60561800004109, Center Cnpj 58 904 384/0001-57 Att : Mr Eder Nascimento / Ms Raquel Rua Augusto Severo 7 - Centro - Santos - 11010-050 - Sp -/"
