"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Pt Embee Plumbon Tekstil","","","Phone Numbers:  --- Emails: ","","118","Los Angeles, Ca, Charleston, Sc, Long Beach, Ca","Kao Hsiung, Kajang, Djakarta","520623, 551011, 520622","Yarn Textile Polyester Combed Cotton Waxed Knitting Contamination Free Sales Contract Scx Dated Aug Cif Los Angeles Usa Sally Bestcustomsservice, Yarn Textile Waxed Knitting Contamination Free Cotton Sales Contract Dated August Cif Los Angeles Usa Fcl Fcl Transhipment Kaohsiung Ever Shine Sally Bestcustomsservice, Yarn Textile Yarn Ocean Ddc Fcl Fcl Transhipment Kaohsiung Ever Lyric Mail Shalamar Cairla","234","2386344","Best Customs Service, 2 Edpa Usa Incorporated, Transgroup","A Member Of Validated C-Tpat 13811 Bentley Place Cerritos Ca 90703 Dir: 562-348-4911, 350 5Th Avenue Ste 6405 Ny 10118 U S A 2 Contact Bill Miller At Fax No: 212 714-0646, 350 5Th Avenue Ste 6405 Ny 10118 U S A 2 Contact Bill Miller At 212 714-0646"
"Bollore Logistics Le Havre","","","Phone Numbers:  --- Emails: ","","101","New York/Newark Area, Newark, Nj, New York, Ny","Le Havre","392410, 392490, 950300","Art Auto Art House Toys Textile Kitchen Art, Art House Toys Textiles Stationery, Articles Home Textile Stationery","103","835020","Polynesie Transit, Tti Tahiti","Bp 40004 98713 Papeete Polynesie Francaise, Bp 6480 Papeete 98702 Pf"
"Eam Maliban Textiles Mahiyanganaya Pvt Ltd","","","Phone Numbers:  --- Emails: ","","100","New York/Newark Area, Newark, Nj, Los Angeles, Ca, Savannah, Ga","Colombo Harbor, Xiamen","620630, 292143, 292222","Mens Shirts Cotton Pol Yester Spandex Eam Maliban Textiles Mahiyanganaya Pltd Wood Pkgs Salson Logistics Doremus Ave Newark Rating Salson Covered Bls Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo, Mens Shirts Cotton Pol Yester Spandex Eam Maliban Textiles Mahiyanganaya Pltd Wood Pkgs Salson Logistics Doremus Ave Newark Rating Salson Covered Bls Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo Cbo, Mens Shirts Cotton Pol Yester Spandex Shippe Eam Maliban Textiles Mahiya Nganaya Pvt Woo Summary Msku Summary","100","254562","Salson Logistics, Expeditors International Chicago","888 Doremus Ave Newark Nj 07114 Rating Salson Com, 849 Thomas Drive Bensenville Il 60106 Attn: Christina Pellegrino, 849 Thomas Drive Bensenville Il 60106 Attn:Christina Pellegrino"
"Acme Mills Private Limited","","","Phone Numbers:  --- Emails: ","","99","Savannah, Ga, Charleston, Sc, New York/Newark Area, Newark, Nj","Port Qasim, Colombo Harbor, Mundra","328192, 580230, 379212","Home Textile Door Deliver Under Zip Ddc Form Stb Dated, Ddc Party Barbara Hayes Silvera Sack Menendez Brokers Ave Tampa Bhayess Sacmen Home Textile Door Deliver Under Zip Form Stb Dated, Home Textile Home Textile Towels Bedsheets Door Deliver Under Zip Form Stb Dated Ddc","106","1268933","Sack & Menendez Inc, D Zee Textiles Llc, Sack Menendez Inc","8442 Tradeport Drive Suite 203 Orlando Florida 32827 Phone No 407-859-6081 Fax No 407-857-0203, 7600 Kingspointe Parkway Suite 103 Orlando Fl 32819 Phone No 863-665-0004, 1602 4Th Ave Tampa United States"
"Damco China Limited Xiamen Branch","","","Phone Numbers:  --- Emails: ","","94","New York/Newark Area, Newark, Nj, New York/Newark","Xiamen, Singapore, Pusan","640610, 620711, 640419","Aluminium Iron Keyring Mens Plastic Upp Ers Base Wood Cork Foxing Lowers Cemente Only Footwear Textile Artificial Uppers Base Wood Cork Foxing Owers Cemented Footwear Boys Youths Textile Synthetic Upp Ers Base Wood Cork Foxi Lowers Cemented Nly Footwear Ladi Plastic Uppers Base Wood Cork Foxing Lower Cemente Only Footwear Girls Textile Synt Hetic Uppers Base Wood Cork Foxing Low Ers Emented Only Footwear Girls Textile Synthetic Uppers Base Wood Foxing Low Ers Cement Only Footwear Girls Textile Synthetic Uppe Base Wood Cork Foxing Low Ers Cemented Trainer Ladies Polyester Elastane Itted Bikini Top Ladies Polyester Elast Ane Knitted Swimming Briefs Ladies Textile Tificial Uppers Base Cork Foxing Ower Glued Only Footwear Girls Textile Artificia Uppers Base Wood Ork Foxing Wers Glued Only Footwear Rls Polyester Recycled Elastane Knitted Swimsuit Ladies Textile Rtificial Uppers Base Ood Cork Foxing Owe Glued Only Footwear Ladies Plastic Uppers Base Wood Cork Xing Lowers Glued Nly Footw Ear, Babies Cotton Knitted Bri Efs Mens Cotton Knitted Boxer Shorts Mens Cotton Knitted Briefs Mens Cott Polyester Knitted Boxer Shorts Mens Cotton Astane Knitted Boxer Shorts Oys Cotton Knitted Briefs Boys Cotton Elastane Knitted Boxer Shorts Boys Cotton Polyester Elast Ane Knitted Boxer Shorts Girl Cotton Polyester Kni Tted Briefs Girls Cotton Elastane Knitted Boxer Shor Girls Plastic Uppers Ase Wood Cork Fox Ing Lowers Cement Only Foo Twear Girls Polyester Elastane Knitted Swimsuit Dies Cotton Knitted Brief Girls Cotton Knitted Riefs Boys Youths Plastic Upp Ers Base Wood Cork Foxing Lowers Mented Nly Footwear Ladies Polye Ster Elastane Knitted Biki Top Ladies Polyester Elastane Knitted Swimming Riefs Mens Polyester Elastane Knitted Boxer Shorts Girls Cotton Knitted Tan Top Girls Cotton Knitt Tank Top Undershirt Mens Modal Cotton Elastan Knitted Briefs Mens Textile Synthetic Uppers Base Wood Cork Foxing Wers Cemented Only Trainer Mens Polyester Woven Colour Warp Fillin Trousers Girls Plas, Babies Plastic Uppers Base Wood Cork Foxing Lowers Stitc Hed Welt Footwear Babies Textile Cotton Uppers Wood Cork Foxi Low Ers Stitched Footwear Girls Textile Synthetic Uppers Base Wood Cork Xing Low Ers Cemented Only Otwear Boys Cotton Knitted Briefs Girls Cotton Elast Ane Knitted Cropped Top Ladies Textile Synthe Tic Uppers Base Wood Cork Foxing Wers Cem Ented Only Trainer Artificial Flowers Girls Cotton Knitted Briefs","94","613522","Damco Usa Inc, Geodis Usa","Vat: 22-2904364 180 Park Avenue Florham Park Nj07932 Co Reg : 2012001464Al +1 9735145000, Vat: 22-2904364 180 Park Avenue Florham Park Nj07932, 5101 S Broad Street The Navy Yard Philadelphia Pa 19112 Us"
"Gul Ahmed Textile Mills Ltd","","","Phone Numbers:  --- Emails: ","","91","New York/Newark Area, Newark, Nj, New York/Newark, Savannah, Ga","Port Qasim, Mundra, Colombo Harbor","630231, 940490, 847439","Home Textile Form Baf Fob Port Qasim Pakistan Nett Wood, Home Textile Form Hbl Fob Port Qasim Pakistan Nett Wood Pkgs, Home Textile Form Bok Fob Port Qasim Pakistan Nett Wood","101","958549","Geodis, Geodis The Navy Yard, E And E Co Ltd","The Navy Yard 5101 S Broad St Philadelphia Pa 19112-1404, The Navy Yard 5101 S Broad St Philadelphia Pa 19112-1404 A Vicky Stankiewicz, 5101 S Broad St Philadelphia Pa 19112-1404 A:Vicky Stankiewicz"
"Fatima Towel Industries Private Limited","","","Phone Numbers:  --- Emails: ","","90","New York/Newark Area, Newark, Nj, New York/Newark, San Juan, Puerto Rico","Port Qasim, Mundra, Caucedo","580230, 580211, 630710","Cotton Terry Towel Cotton Terry Towel Home Textile Cvl Form Mbl Sep Ddc, Cotton Terry Towel Cotton Terry Towel Home Textile Cvl Form Mbl Dated Apr Ddc, Cotton Terry Towel Cotton Terry Towel Home Textile Cvl Form Mbl Dated Mar Ddc","90","885853","Best Systems Inc, American Colors Inc, Caribbean Retail Ventures Inc","2 Park Avenue Lawrence Ny 11559 Tel 516-239-2220 Email Bestsystemsgmail Com, 2 Park Avenue Lawrence Ny 11559 Tel 516-239-2220 Email Bestsystemsgmail Com Importcottonvalley Net, 2 Park Avenue Lawrence Ny 11559 Tel 516-239- 2220 Email Bestsystemsgmail Com"
"Truetzschler India Pvt Ltd","","","Phone Numbers:  --- Emails: ","","82","New York/Newark Area, Newark, Nj, Charleston, Sc, New York/Newark","Mundra, Jawaharlal Nehru","844520, 844390, 847990","Textile Machinery, Textile Spinning Machinery, Spare Textile Spinning Machinery","82","61257","",""
"Welspun Global Brands Ltd","","","Phone Numbers:  --- Emails: ","","80","Tacoma, Wa, Savannah, Ga, Charleston, Sc","Kao Hsiung, Jawaharlal Nehru, Shanghai","630260, 570330, 630492","Textile Floor Covering Carpet Other Textile Floor Covering Polyester Carpet Tuffted Hsn Textile Floor Covering Psi Commercial, Cotton Terry Towels Only Other Madeup Textiles Articles Cotton Terry Towels Invoicing Party Dhl Logistics Pvt Silver Utopia Cardinal Gracias Road Chakala Andheri Mumbai India Gst Aaacm, Textile Floor Covering Carpet Other Textile Floor Covering Polyester Carpet Tuffted Hsn Textile Floor Covering Shipping Bill Psi Commercial","89","552286","Loblaw Customs Compliance & Global, Ups Supply Chain Solutions Inc, Loblaws Inc","Trade 1 President?S Choice Circle Brampton On L6Y 5S5 Phone: 9054592500 Fax: 8889700808, 2031 S Centennial Ave Aiken Sc 29803 Email Upsusaknlowesdocsups Com Ph 1-803-502-6755 F 1-502-374-7424, Loblaw Customs Compliance & Global Trade 1 President?S Choice Circle Brampton On L6Y 5S5"
"Asrotex Limited","","","Phone Numbers:  --- Emails: ","","77","Tacoma, Wa","Kao Hsiung","611020, 610910","Garments Textile Everyday Fleece Mens Pullover Hood Cotton Polyester Atcf Astl Exp Exp Contract Astl Atc, Garments Textile Everyday Fleece Mens Pullover Hood Everyday Fleece Mens Full Zip Hood Cotton Polyester Atcf Atcf Astl Exp Exp Contract Astl Atc, Garments Textile Garments Textile Everyday Fleece Mens Pullover Hood Cotton Polyester Atcf Astl Exp Exp Contract Astl Atc","164","736168","The Authentic T Shirt Company","Ulc 850 West Kent Ave South Vancouver Bc Canada V6P 3G1 Contact Person: Lyle Secret Phone: 604-343-4618, Ulc 850 West Kent Ave South Vancouver Bc Canada V6P 3G1 Contact Person: Lyle Secret Phone: 604-343-4618 Email: Lyles@Sanmarcanada Com"
"Shaoxing Bocheng Textile Co Ltd","","","Phone Numbers:  --- Emails: ","","69","Long Beach, Ca, Los Angeles, Ca, New York/Newark Area, Newark, Nj","Ningpo, Shanghai, Pusan","560121, 540772, 600642","Textile Piece, Textile Piece Textile Piece, Textile Piece Textile Piece Ivan","125","1276734","Solex Logistics Inc, Miday Trade Inc, City Import Group","18710 S Wilmington Ave Ste 104 Rancho Dominguez Ca 90220, 429 Cambridge Dr Arcadia Ca 9100 7Phn 626-233-9232Fax 626-821-0577, Address:3001 E Pico Blvd Los Angel Ed Ca 90023 Tel:2137440476 Fax:2137448090 Email:Info@Mycitytextile Comein Number Is 20-5847413"
"Suzhou Hengshengimport & Exportco Ltd","","","Phone Numbers:  --- Emails: ","","67","New York/Newark Area, Newark, Nj","Shanghai, Pusan","630790, 391590, 591120","Other Textile Articles Pet Toys Plush Dog Toys Jriese Anderinger Jfk Import, Other Textile Articles Pet Toys Jriese Anderinger Jfk Import Jfkimport Anderinger, Other Textile Articles Pet Toys Jriese Anderinger Jfkimport Anderinger Jfkimport Anderinger","125","449838","A N Deringer Inc, Mallory Alexander Intl Logistics N, Multipet International Inc","11 E Hawthorne Ave Valley Stream Ny11580 Tel516-256-4780 Fax516-256-4781, 70 East Sunrise Highway Suite 402 Valley Stream Ny 11581 Tel516-256-4780 Fax516-256-4781, 11 E Hawthorne Ave Valley Stream Ny 11580 Tel 516-256-4780 Fax 516-256-4781"
"Jilin Province Northeast Socks Industrial Park Hosiery","","","Phone Numbers:  --- Emails: ","","66","Los Angeles, Ca, Long Beach, Ca","Pusan","611599","Copy Negotiable Release Procedures Men Sock Women Sock Children Sock Ams Solid Wood Building Northeast Socks Textile Industrial Park Economic Development Zone Liaoyuan City Jilin Province China Lkirchner Coppersmith, Copy Negotiable Release Procedures Men Sock Ams Solid Wood Building Northeast Socks Textile Industrial Park Economic Development Zone Liaoyuan City Jilin Province China Lkirchner Coppersmith, Copy Negotiable Release Procedures Men Sock Women Sock Ams Solid Wood Building Northeast Socks Textile Industrial Park Economic Development Zone Liaoyuan City Jilin Province China Lkirchner Coppersmith","428","2329056","L E Coppersmith","525 S Douglas Street El Segundo Ca 90245 Contact:Renee Brown, 525 S Douglas Street El Segundo Ca90245 Contact:Renee Brown, 525 S Douglas Street El Segundo Ca 90245 Contact"
"Oriental Weavers International","","","Phone Numbers:  --- Emails: ","","64","Savannah, Ga, New York/Newark Area, Newark, Nj, Norfolk, Va","El Dekheila, Mina Dumyat","570292, 570242, 570232","Carpets Etc Mmf Textile Materialss Pile Fcl Fcl Mtrs Machine Polypropylene Carpet Pile Construction Woven Bales, Carpets Other Textile Floor Coverings, Carpets Etc Mmf Textile Materialss Pile Fcl Fcl Mtrs Machine Carpet Bales","64","837500","C H Robinson Freight Services Ltd, Natco Products Corp, Apache Mills Inc","155 Brookside Avenue West Warwick Ri 02893 U S A Phone 401 828-0300, 3800 Camp Creek Parkway Building 1000 Ste 180Atlanta Ga 30331, 3800 Camp Creek Parkway Building - New York Ny Ny 10001 Us"
"Textile Supply & Service S A","","","Phone Numbers:  --- Emails: ","","63","Wilmington, De","Puerto Castilla","760200, 621510, 630259","Textile Waste Operating Reserved Oper Reefers Reserved Oper Reefers Swlac Pkg Textile Waste Shippers Stow, Cntrs Pkg Textile Waste Shippers Stow, Textile Waste Operating Reserved Operreefers Reserved Operreefers Swlac Pkg Textile Waste Shippers Stow","126","1227124","Laufer Group, Damco Customs Services Inc","Intl Ltd-Nyc 20 Vesey Street Suite 601 New York Ny10072913 Usa Ph:646-738-8756, 13333 Brookville Blvd Ste 308 Rose Dale Ny 11422 Us Rosedale Ph: 718 425-1018 Ny 11422"
