"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Ford Hk Limited","Address: Block C 9/F Tml Tower 3 Hoi Shing Road Tsuen Wan New Territories Hong Kong, Oocl Logistics China Limited Shenzhen Branch O/B Ford Hk Limited Block C 9/F Tml Tower 3 Hoi Shing Road Tsuen Wan New Territories, Oocl Logistics China Limited Shenzhen Branch O/B Ford Hk Limited Block C 9/F Tml Tower 3 Hoi Shing","","Phone Numbers:  --- Emails: ","China","72","Los Angeles, Ca, Seattle, Wa, Tacoma, Wa","Yantian, Hong Kong","392410, 392220, 392310","Beer Mug Clearbeer Mug Clearbeer Mug Clearbeer Mug Clearbeer Mug Clear Plastic Houseware Beer Mug Clear Ice Cube Tray Lid Jumbo Water Bottle Handle Pavlic Rowena Guia Pavlic, Betty Crocker Betty Crocker Betty Crocker Medium Whisk Betty Crocker Clear Square Plastic Jar Red Grey Lid Betty Crocker Solid Spatula Betty Crocker Cheese Grater Small Betty Crocker Whisk Printed Spoon Rest Large Pet Water Bottle Spout Colored Flip Top Plastic Jug Handle Straw Double Wall Ribbed Plastic Tumbler Lid Straw Children Plastic Tumblers Solid Colors Large Betty Crocker Whisk Betty Crocker Soup Ladle Plastic Water Bottle Scripted Stemless Wine Glass Gold Hotstamp Betty Crocker Pasta Scoop Colander Betty Crocker Pizza Cutter Betty Crocker Electronic Kitchen Timer Magnetic Clip Battery Included Double Wall Plastic Cup White Interior Betty Crocker Slotter Spatula Square Plastic Storage Betty Crocker Big Chef Knife Cover, Betty Crocker Deep Food Betty Crocker Deep Food Betty Crocker Deep Food Sided Clip Lock Lid Plastic Planter Wavy Pattern Soft Edge Dustpan Vertical Handle Plastic Bento Utensil Rectangular Plastic Storage Lid Clips Cavity Ice Cube Tray Lid Locking Clips Microwave Vented Plate Cover Betty Crocker Clear Square Plastic Jar Red Grey Lid Betty Crocker Stainless Steel Wire Skimmer Plastic Pitcher Milk Bags Straight Side Mini Water Bottle","382","2185670","Dollarama L P, 99 Cents Only Stores Llc, Canadian Pacific Logistics","4000 Union Pacific Avenue Commerce Ca 90023 Importdocumentation@99Only Com Tel: 323-980-8145 Ext 1529 Fax:, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada 1-514-737 1006 1-514-731-7755, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006"
"King S Flair Development Ltd","12/Fl Yardley Comm Bldg 3 Connaughtroad West Sheung Wan Hong Kong, 12/Fl Yardley Comm Bldg 3 Connaug Ht Road West Hong Kong, 12/Fl Yardley Comm Bldg 3 Connaught Road West Sheung Wan Hong Kong","","Phone Numbers:  --- Emails: ","China","62","Oakland, Ca, Long Beach, Ca, New York/Newark Area, Newark, Nj","Yantian, Shekou, Ningpo","392330, 961700, 262060","Plastic Water Bottle Mark Mckenna Mark Mckenna Tagglogistics Renoreceiving Tagglogistics Olga Sennik Expeditors Wood, Plastic Water Bottle Line Line Mark Mckenna Mark Mckenna Tagglogistics Renoreceiving Tagglogistics Olga Sennik Expeditors Wood, Plastic Water Bottle Line Mark Mckenna Mark Mckenna Tagglogistics Renoreceiving Tagglogistics Olga Sennik Expeditors Wood","62","536780","Expeditors St Louis, Newell Brands Distribution Llc, Expeditors Stl","610 Lambert Pointe Drive Hazelwood Mo 63042 Stl-Newell Expeditors Com, 610 Lambert Pointe Drive Hazelwood Mo 63042 Stl-Newell@Expeditors Com, Ftz 3419 Ritner Highway Newville Pa 1 7241 Attn= Erin Price Email= Erin Price@Newellco Com Tel= 470 497-6 752"
"Ningbo Hao He International","Transportation Co Ltd Add:Room 2515 Hualian Building Ningbo City China, Transportation Co Ltd Room 2515 Hualian Building Ningbo City China, Transportation Co Ltd Add:Room 2515 Hualian Building Ningbo City China Tel:0086-574-87253100","","Phone Numbers: 00865748725310 --- Emails: ","China","46","Tacoma, Wa, Seattle, Wa, New York/Newark Area, Newark, Nj","Ningpo, Yantian, Qingdao","392410, 390760, 420299","Assorted Plastic Succulent Picks Two Toned Premium Single Lens Youth Swim Maskear Bud Headphones Flat Cable Mic Kids Cool Gear Water Bottle Freezestick Sip Second Dollarama Avenue Royalmount Mont Royal Quebec Canada, Auto Watering System Bottle Adapter Auto Watering System Bottle Adapter Happy Birthday Laser Foil Banner Bonne Fete Laser Foil Banner French Colored Gel Craft Water Beads Rhinestone Large Sticker Sheet Mail Cpl Dollarama Cpr, Balloon Printed Round Paper Plates Christmas Water Magic Act Book Brush Eng Lish Baby Bottle Rinted Designs Mil Dollarama Chrobinson","62","667229","Dollarama L P, Canadian Pacific Logistics, Dollarama 5805","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada 1-514-737 1006 1-514-731-7755, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006@@@@, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006"
"Huangyanimportexp Corp","49 Youth Road Western Huangyan Zhejiang China, Zhejiang 49 Youth Road Western Huangyan Zhejiang China","","Phone Numbers:  --- Emails: ","China","42","Oakland, Ca, Los Angeles, Ca, Long Beach, Ca","Ningpo","390760, 392220, 392410","Plastic Water Bottle, Water Bottle, Plastic Water Bottle Plastic Canister","70","263296","Leapfrog Product Development Llc, Same As Consignee","159 N Racine Ave 4Th Floor Chicago Il 60607 Tel 312 229 0027, Same As Consignee, 159 N Racine Ave 4Th Floor Chicago Il 60607"
"Kook Soon Dang Brewery Co Ltd","81-3 Hyeoncheon-Ri Dunnae-Myun Hoengseong-Gun Gangwon-Do Korea Tel:2-513-8524 Fax:2-544-9497","","Phone Numbers:  --- Emails: ","Republic Of Korea","38","Long Beach, Ca, Los Angeles, Ca, New York/Newark Area, Newark, Nj","Pusan","220600","Cntr Bekseju Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Bekseju Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Kang Jang Bekseju Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Ssal Makkoli Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Canned Makkoli Boxe Korean Rice Wine Alc Vol Can Icing Grapefruit Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Kooksoondang Rice Makkoli Peach Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Glass Bekseju Cup Boxe Plastic Water Bottle Boxe Plastic Makkoli Cup Boxe Contract Ksd Usa Board Dec Board Hyundai Splendor Port Busan Korea Copy Negotiable Release Procedures, Cntr Bekseju Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Canned Makkoli Boxe Korean Rice Wine Alc Vol Can Icing Whitegrape Boxe Korean Rice Wine Alc Btl Glass Bottles Kooksoondang Rice Makkoli Banana Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Billion Prebiotics Makgeolli Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Charm Soon Boxe Korean Distilled Spirit Soju Alc Vol Btl Glass Bottles Myungjak Bokbunja Boxe Korean Raspberry Wine Alc Vol Btl Glass Bottles Glass Bekseju Cup Boxe Plastic Water Bottle Boxe Plastic Makkoli Cup Boxe Product Display Boxe Product Display Boxe Contract Ksb Board May Board Hyundai Earth Port Busan Korea Copy Negotiable Release Procedures Equipment Substitution Rule, Cntr Bekseju Boxe Korean Rice Wine Alc Vol Btl Glass Bottles Ssal Makkoli Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Icing Grapefruit Boxe Korean Rice Wine Alc Btl Glass Bottles Icing White Grape Boxe Korean Rice Wine Alc Btl Glass Bottles Kooksoondang Rice Makkoli Banana Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Kooksoondang Rice Makkoli Peach Boxe Korean Rice Wine Alc Vol Btl Pet Bottles Charm Soon Boxe Korean Distilled Spirit Soju Alc Vol Btl Glass Bottles Plastic Water Bottle Boxe Plastic Makkoli Cup Boxe Product Mask Pack Boxe Product Towel Boxe Contract Ksd Usa Dal Board Jul Board Hyundai Faith Port Busan Korea Copy Negotiable Release Procedures","72","679478","1 La Clearance Shipment Delta, 1 Yh Trade Co Inc","Express Mr David Kim 550 W Patrice Pl Unita Gardena Ca 90248, 6131 Orangethorpe Ave Ste220-D Buena Park Ca 90620 Tel: 714-451-5954 & 714-853-4340"
"S C Romaqua Group","S A Str Carpati Nr 46 535300 - Borsec Romania Tel: 0266 337 425 Fax: 0266 337 290, Sa Str Carpati Nr 46 Borsec Jud Harghita Romania, S A Carpati Street No 46 Borsec Romania 535300 Vat Registration No : Ro402911","","Phone Numbers: 0266337290, 0266337425, 004026633729 --- Emails: ","Greece","30","New York/Newark Area, Newark, Nj, Savannah, Ga, Norfolk, Va","Piraieus, Nemrut Bay, Barcelona","220210, 220110, 293292","Naturally Carbonated Mineral Water Borsec Pet Bottles, Natularry Carbonated Mineral Water Borsec Pet Bottles, Naturally Carbonated Natural Mineral Water Borsec Brand Bottles Packed","69","816491","Grand Prix Trade Corp, Krinos Foods Atlanta Llc, Agra Services Brokerage Co Inc","Delivery Address: 8100 Water Street St Louis Mo - 63111 U S A, 1810 Satellite Blvd- Suite #200 Buford Ga 30518 Usa Tel: 001 678 377-0098, 221-20 147Th Ave Jamaica 11413 Ny Usa E:Import@Agraservices Com Tel:718527-0560/Fax:7187238645"
"Univa Marketing Limited","Suites 2105B-07B 21/F Tower 1 China Hong Kong City 33 Canton Road Tsim Sha Tsui Kowloon, Suites 2105B-07B 21/F Tower 1 China Hong Kong City 33 Canton Road Tsim Sha Tsui Kowloon +, Suites 2105B-07B 21/F Tower 1 China Hong Kong City 33 Canton Road","","Phone Numbers:  --- Emails: ","Japan","30","Honolulu, Hi, Los Angeles, Ca","Pusan, Shanghai, Ningpo","220190, 840220","Cgmu Covered Bls Tyo Tyo Cargo Generic Bottled Water Izumio, Amcu Covered Bls Tyo Tyo Cargo Generic Bottled Water Izumio, Bottled Water","31","406679","Naturally Plus Usa Inc, Naturally Plus Usa Tnc","1140 N Town Center Drive Suite 100 Las Vegas Nevada 89144 Attn:Npusa`Import Npusainc Com, 1140 N Town Center Drive Suite 100 Las Vegas Nevada 89144 Attn:Haba Npusa`Import Npusainc Com, 1140 N Town Center Drive Suite 100 Las Vegas Nevada 89144 Haba"
"Taizhou Taikong Industrial Co Ltd","No 43 Beiyuan Road Huangyan Economic Development Zone Taizhou Zhejia Ng China, No 43 Beiyuan Road Huangyan Taizh Ou Zhejiang 318020 China, No 43 Beiyuan Road Huangyan Taizho U Zhejiang 318020 China","","Phone Numbers:  --- Emails: ","China","28","Oakland, Ca","Ningpo","390760, 392220","Plastic Water Bottle, Plastic Water Bottleplastic Water Bottle, Plastic Water Bottle Plastic Cup","50","142362","Leapfrog Product Development Llc","159 N Racine Ave 4Th Floor Chicago Il 60607 Tel 312 229 0027, 159 N Racine Ave 4Th Floor Chicago Il 60607"
"Yiwu Shurun Import & Export Co Ltd","Room 613 No 861 Workers North Road Choucheng Street Yiwu City Zhejiang Province, Room 613 No 861 Workers North Road Choucheng Street Yiwu City, Room 613 No 861 Workers North Road Choucheng Street Yiwu City Zhejiangprovince","","Phone Numbers:  --- Emails: ","China","26","Los Angeles, Ca, Long Beach, Ca","Ningpo","732393, 390760, 847230","Bamboo Pet Bowl Holder Blanket Bamboo Pet Bowl Holder Water Bottle Vacuum Bottle Nac Shenzhen Suncent Auto Technology Company Limited Fujian Province Xmntplsupplychain, Blanket Blanket Vacuum Bott Water Bottle Bed Sheets Curtain Nac Shenzhen Suncent Auto Technology Company Limited Fujian Province Xmntplsupplychain, Blanket Blanket Water Bottle Pet Mat Province Xmn Tplsupplychain","27","351643","Blue Cargo Service Inc, Vtop International Inc, Lodestar Inc","1910 Thomes Ave Cheyenne Wy 82001 E: Vtopint@163 Com C: +86 18060973389, 2525 Vista Industria #F Compton Ca 90221 United States Tel: 626-934-8886 Fax: 626-934-8887, 2525 Vista Industria #F Compton Ca 90221 United States Tel:626-934-8886 Fax:626-934-8887"
"Yongkang Shuntai Industrial Co Ltd","No 588 East Street Changcheng Industrial Area Yongkang City Zhejiang China Tel:0579-87481659 Yongkang Cn, No 588 East Street Changcheng Industrial Area Yongkang City Zhejiang China Tel:0579-87481659 Yongkang 321300 Cn, No 588 East Street Changcheng Industrial Area Yongkang City Zhejiang China T:579-87481659 Yongkang Cn","","Phone Numbers: 057987481659, 57987481659 --- Emails: ","China","26","Long Beach, Ca, Los Angeles, Ca, Tacoma, Wa","Ningpo","720421, 441199, 390760","Stainless Steel Water Bottle Solid Wood, Water Bottle Solid Wood, Coronado Straw Tumbler Stainless Steel Water Bottle Solid Wood","26","70627","Sweda Company Llc, Interconnect Manufacturing, Loblaw Customs Compliance & Global","17411 Valley Blvd City Of Industry Ca 91744 Usa Tel:626-357-9999 City Of Industry Us, Calle Chimeneas#4300 Parque Industrial Juarez Ciudad Juarez Chih C P 32630 T:656-265-6064 Ciudad Juarez 32630 Mx, Trade 1 President S Choice Circle Brampton On L6Y 5S5 Phone: 905-459-2500 Fax: @@@@"
"Menehune Water Japan Inc","4Fb 1-4-11 Katsushima Shinagawa Ku Tokyo 140-0012 Japan Tel: 81 3-6450-0077, 4Fb 1 4 11 Katsushima Shinagawa Ku Tokyo 140-0012 Japan Tel: 81 3-6450-0077, 4Fb 1 4 11 Katsushima Shinagawa Ku Tokyo 140-0012 Japan Tel: 81 90-9380-8008","","Phone Numbers: 81364500077, 819093808008, 09027220232 --- Emails: ","Japan","25","Honolulu, Hi","Pusan, Shanghai, Ningpo","392330","Hawaii Water Gal Hawaii Water Gal Bottle Return Cargo Waybill, Hawaii Water Gal Hawaii Water Gal Bottle Return Cargo Commercial Value Way Bill, Bottles Hawaii Water Gallon Bottles Bottles Hawaii Water Gallon Bottles Return Way Bill Arranged Waybill","25","130670","Menehune Water Company Inc, Same As Consignee","99-1205 Halawa Valley Street Aiea Hi 96701 Usa Tel 808-487-7777, X X, 99-1205 Halawa Valley Street Aiea Hi 96701 U S A Tel:808-487-7777"
"Ningbo Home Dollarimport&Exportcorp","69 Guang Yuan Road Jiangbei District Ningbo China, Oocl Logistics Ningbo O/B Ningbo Home-Dollar Imp & Exp Corp 69 Guangyuan Rd Ningbo China 574-88195344, 69 Guang Yuan Road Jiangbei Distri Ct Ningbo China Ningbo Cn","","Phone Numbers: 57488195344, 057487042973, 057488195688 --- Emails: ","China","25","Tacoma, Wa, Los Angeles, Ca, New York/Newark Area, Newark, Nj","Ningpo, Shanghai","392690, 842290, 392410","Water Drop Shape Spray Bottle Water Drop Shape Spray Bottle Mail Cpl Dollarama Cpr, Bicycle Plastic Water Bottle Holder Bicycle Plastic Water Bottle Holder Mini Umbrella Picks Double Ticket Admit Raffle Ticket Stainless Steel Sink Sponge Holder Suction Cups Dry Bags Mail Cpl Dollarama Cpr, Dog Toy Dog Toy Dog Toy Door Stopper Pet Frisbee Pet Scissors Pet Shovel Plastic Water Bottle","37","258910","Dollarama L P, Canadian Pacific Logistics, 99 Cents Only Stores Llc","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada Email: Traffic@Dollarama Com 1-514-737 1006@@@@, 1290 Central Parkway West Suite 600 Mississauga On L5C 4R3@@@, 5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 Canada 1-514-737 1006 1-514-731-7755"
