"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Great Veca Vn Co Ltd","767 Road Song May Hamlet Bac Son Village Trang Bom District Dong Nai Province South Vietnam Tel : 84-0251-3967801, 767 Road Song May Hamlet Bac Son Trang Bom District Dong Nai Provin Tel : 84-0251-3967801 Fax : 84-0251, 767 Road Song May Hamlet Bac Son Trang Bom District Dong Nai Provin Tel:84-02513-967801 Fax:84-02513-96","","Phone Numbers: 8402513967801, 84025139678, 8402513967802 --- Emails: ","Vietnam","816","Houston, Tx, Los Angeles, Ca, Savannah, Ga","Vung Tau, Xiamen, Port Redon","940161, 940360, 940370","Wooden Furniture, Wooden Furniture Chair Table Tbr Country Viet Nam Solid Wood Product Complies Tsca Title Formaldehyde, Furniture Furniture Furniture Chair Bench Barstool Table Sideboard","2642","19033535","Rooms To Go, One Stop Customs Brokers Inc, Ascent Global Logistics","11540 Hwy 92 East Seffner Fl 33584 Phone: 813-635-3136 Customs@Roomstogo Com, 5959 W Century Blvd#1109 Los Angeles Ca 90045 Tel: 310-215-1999 Fax: 310-215-9393, Customs House Broker 11540 Hwy 92 East Seffner Fl 33584 Phone: 813-635-3136"
"King Jade Industrial Co Ltd","Vn Hoa Phu Ward Thu Dau Mot City Binh Duong Province Viet Nam Tel: 0274 3513113 Fax: 0274 3513120, Vn Hoa Phu Ward Thu Dau Mot City Binh Duong Province Viet Nam Tel: 0274 3513113 Fax: 0274 3513, Vn Hoa Phu Ward Thu Dau Mot City Binh Duong Province Viet Nam Tel: 0274 3513113","","Phone Numbers: 02743513113, 02743513120, 027435131208 --- Emails: ","Vietnam","780","Houston, Tx, Long Beach, Ca, Savannah, Ga","Vung Tau, Yantian, Shanghai","940360, 940350, 940161","Wooden Furniture, Wooden Furniture Bedroom, Wooden Furniture Carb Compliant Epa Cfr Tsca Title Compliant","1587","9854343","Rooms To Go, Mcferran Home Furnishings Corp, Ascent Global Logistics","4850 Eucalyptus Ave Chino Ca 9171 0, Customs House Broker-Nisha Sevilla 11540 Highway 92 East Seffner Fl 33584, 100E Royal Lane St 224 Irving Tx Attn:Ss@Marisolintl Com Phone: 469-420-9800"
"Industria De Moveis Rotta Ltda","Paschoal Rotta 0 - Municipios - Cep: 89504-820 Cacador - Sc I E 250 439 085 Fone: 49 35631155, Paschoal Rotta 0 - Municipios - Cep: 89504-820 Cacador - Sc Fone: 49 35631155, Paschoal Rotta 0 - Municipios - Cep 89504-820 Cacador - Sc Cnpj 83 081 786/0001-46 I E 250 439 085 Fone 49 35631155","","Phone Numbers: 4935631155, 554935631155, 000146493563115 --- Emails: ","Brazil","773","San Juan, Puerto Rico, Jacksonville, Fl, Charleston, Sc","Salvador, Cartagena, Port Bustamante","940350, 940360, 170240","Agreement Volumes Assembled Wooden Furniture Pine Wood Below Solid Wood Has Been Wooden Aplicable Ncm Due Ruc Delivery Address Empresas Berrios Address Road Bayamon Zip City Cidra Phone Country Porto Rico, Volumes Assembled Oden Furniture Pine Wood Below Ewo Due Ruc Ncm Solid Wood Has Been Shipm Ent Wooden Aplicable Frei Ght Express Release Delivery Address Addre Airport Road Zip City Lakeland Phone Cou Ntry Estados Unidos Logisti Roomstogo, Furniture Volumes Assembled Wooden Furniture Pine Wood Below Ruc Ncm Solid Wood Has Been Wooden Applicable Delivery Address Empresas Berrios Road Bayamon Zip City Cidra Country Porto Rico Phone","805","7876658","Rtg Furniture Corp, R E Delgado Inc, Room To Go Pr","11540 Hwy 92 East Seffner Fl 33584 Phone: 813 623-5400 Fax: 813, 663 Villa Verde Central Street Miramar - San Juan Pr Phone 787 722-6750, Carr 2 Bo Candelaria Toa Baja Pr 00949 Phone 787 995 5959"
"Shingmark Enterprises Co Ltd","Bau Xeo Industrial Zone Doi 61 Hamlet Trang Bom District Dong Nai Province Vietnam Tel:84-61-3675085, Bau Xeo Industrial Zone Doi 61 Hamlet Trang Bom District Tel:84-61-3675085 Fax:84-61-3675084Dong Nai Province Vn, Bau Xeo Industrial Zone Doi 61 Hamlet Trang Bom District Dong Nai Province Vietnam Tel:84-251-3675085","","Phone Numbers: 84613675085, 842513675085, 84613675084 --- Emails: ","Vietnam","674","Charleston, Sc, Norfolk, Va, New York/Newark Area, Newark, Nj","Vung Tau, Yantian, Puerto Manzanillo","940370, 940161, 841830","Furniture, Furniture Table Chair, Furniture Dresser Mirror","1283","7357539","Klaussner Intl Plt, Riverside Furniture, Damco Customs Brokerage Services","75 4402 Us Business 220 South Asheboro Nc 27205 Phone#336-625-6175 Fax#336-626-3422, 5928 Hwy 87N Gibsonville Nc 27377 Usa, 405 Old Sand Road Ridgeway Va 24148"
"Ly Furniture Sdn Bhd","15 Jalan Wawasan Utama Kawasan Perindustrian Sri Gading 83300 Batu Pahat Johor Malaysia Tel: 607-4558828 Fax: 607-4554383, Company No:199101011588 221900 K 15 Jalan Wawasan Utama Kawasan Perindustrian Sri Gading, Company No : 199101011588 221900-K 15 Jalan Wawasan Utama","","Phone Numbers: 19910101158822190, 6074558828, 6074554383 --- Emails: ","Malaysia","661","New York/Newark Area, Newark, Nj, Tampa, Fl, New Orleans, La","Singapore, Kao Hsiung, Shanghai","940350, 940360, 940370","Wooden Furniture Ewo Wooden Bedroom Furniture Product Solid Wood Wood Venee Fob Malaysia Door Delivery Solid Wood Country Malaysia Compliant Epa Cfr Tsca Requirements Formaldehyde Cft, Furniture Furniture Bedroom Furniture Solid Wood Purchase Global Furniture Usa Logistics Globalfurnitureusa, Wooden Furniture","1007","6837363","Rooms To Go, Nissin Intl Transport Usa Inc, W J Byrnes & Co Of Los Angeles Inc","Customs House Broker 11540 Hwy 92 East Seffner Fl 33584, 172-47 Baisley Blvd Jamaica Ny 11434 718-723-7515, Sha Sevilla 11540 Highway 92 East Seffner Fl 33584"
"Green River Furniture Corp","Lot 3 Uyen Hung Hamlet Tan Uyen District Binh Duong Province Vietnam Tel : 84-274-3641588, Lot 3 Uyen Hung Hamlet Tan Uyen District Binh Duong Province Vietnam Tel: 84-274-3641588, Lot 8 Uyen Hung Hamlet Tan Uyen City Binh Duong Province Vietnam Tel: 84-274-3641588","","Phone Numbers: 842743641588, 842743641589, 842743641585 --- Emails: ","Vietnam","653","Los Angeles, Ca, Tacoma, Wa, Houston, Tx","Vung Tau, Yantian, Shanghai","940350, 940360, 940390","Wooden Furniture Drawer Dresser Chest Bed, Wooden Furniture, Fwdr Cnee Wooden Furniture Drawer Dresser Chest Bed Hollandhouse Declared Solid Wood Product Purchase Complies Epa Cfr Formaldehyde Standards Composite Wood Act Title Toxic Substances Control Act Tsca Also Party Hackney Home Furnishings Dba Holland House Furniture Street Indianapolis Usa Import Logistic Foblogistics Hollandhouse Biz Imports Afwonline","1004","6895422","Hackney Home Furnishings Inc, The Hackney Home Furnishing Inc, Expeditors International 12200 E Iliff","9420 E 33Rd Street Indianapolis United States, Dba: Holland House Furniture 9420 E 33Rd Street Indianapolis In 46235 Usa, 12200 E Iliff Ave Suite 202 Aurora Co 80014 Phone:303-537-6100 Fax:303-537-0020"
"Yuu Yue Furniture Co Ltd","Tan Dinh Commune Ben Cat Dist Binh Duong Provice Viet Nam Tel: 84-8 0274 3510 718, Tan Dinh Commune Ben Cat Dist Binh Duong Province Vietnam Tel : 84-274 3 510 718 Fax : 84-274 3 510 717, Tan Dinh Commune Ben Cat Dist Binh Duong Province Vietnam Tel : 84-0274 3 510 718 Fax : 84-0274 3 510 717","","Phone Numbers: 84802743510718, 842743510718, 842743510717 --- Emails: ","Vietnam","608","Houston, Tx, Savannah, Ga, Los Angeles, Ca","Vung Tau, Yantian, Hong Kong","940350, 940390, 940360","Wooden Furniture Bedroom Sets, Wooden Furniture Bedroom Sets Fgo Country Vietnam Shipm Ent Solid Wood Epa Cfr Tsca Title Comp Liant, Wooden Furniture Bedroom Wooden Furniture Bedroom Declared That Does Any Solid Wood Compliant Epa Cfr Tsca Title Requirements Formaldehyde","1240","8988490","Rooms To Go Customs House Broker, Rooms To Go, Coaster Co","Attn: Nisha Sevilla 11540 Highway 92 East Seffner Fl33584 Us, 11540 Highway 92 East Seffner Fl33584 Us Tel: 813 635 - 3136 Fax: 813-621-0173, Customs House Broker 11540 Hwy 92 East Seffner Fl 33584"
"Roche Bobois International","18 Rue De Lyon 75012 Paris France Ph 01 53461000, 18 Rue De Lyon 75012 Paris Ph 1 53461000 Tax Id Fr04602036964, 18 Rue De Lyon Ph 01 53461000","","Phone Numbers: 0153461000, 04602036964 --- Emails: ","Italy","569","Long Beach, Ca, Houston, Tx, Oakland, Ca","Livorno, Cartagena, Caucedo","940370, 940360","Furniture, Furniture Hct, Furniture Hct European California Rniture Roche Bobois Girard Avenue Jolla Cal","607","2347816","Smith Air Inc, D B Group, Ted Rausch","7921 Humble Westfield Rd Humble Tx 77338 U S A Ph 281 869 5430, America Ltd Usa - Los Angeles Office 11222 S La Cienega Blvd Ste 233 Inglewood Ca - Usa 90304 Ph + 1 310 590 1614, 433 Airport Blvd Suite 330 Burlingame Ca 94010 Usa Ph 650 348 2211 Fax 650 375 8233"
"Milano Sofa Taizhou Co Ltd","88 West Fenghuang Road Taizhou Jiangsu China Tel:86-523-8688-1180-5, 88 West Fenghuang Road Taizhou Jiangsu China Tel:86-523-8688-1180 5, #88 West Fenghuang Road Taizhou Jiangsu China Tel:86-523-8688-1180 5 Fax:0086-523-86881187","","Phone Numbers: 8652386881180, 00865238688118, 86523868811805 --- Emails: ","China","491","Los Angeles, Ca, Long Beach, Ca, New York/Newark Area, Newark, Nj","Shanghai, Pusan, Hulutao","940140, 940161, 900130","Furniture Sofa Wood Compliant Epa Cfr Tsca Title Requirement Formaldalso Party Ups Supply Chain Solutions Hamilton Ave Suite Torrance Contact Sherry Lee, Furniture Sofa Furniture Sofa Furniture Sofa Wood, Furniture Sofa","1387","5713111","Same As Consignee, Ups Supply Chain Solutions, Acme Furniture Industrial Inc","X X, 19701 Hamilton Avenue Torrance United States, 603 North Fries Ave Wilmington Ca 90748 United States Tel: 310-834-6458 Fax: 310-834-5984"
"Moveis Katzer Ltda","Cgc/Cnpj 78 854 072/0001-93 Rua Estevao Buschle 262 89 290 207 Sao Bento Do Sul-Sc-Brazil, Rua Estevao Buschle 262 89 290 207, Rua Estevao Buschle 262 89 290 207 Sao Bento Do Sul-Sc- Brazil Contato: Adriane Mickus","","Phone Numbers: 26289290207, 4736341378, 78854072000193 --- Emails: ","Brazil","489","Philadelphia, Pa, Savannah, Ga, Houston, Tx","Cartagena, Sao Francisco Do Sul, Itajay","251830, 940350, 940360","Furniture, Wood Furniture, Furniture Finished Pine Wood","916","9306849","Geodis Usa Inc, 60024 Esp 1 Geodis Usa Inc, Walker Edison Furniture Company","5101 South Broad Street Philadelphia Pa - 19112 - United States Of America Attn Ikea Accountx, 5101 South Broad Street Philadelphia Pa - 19112 - United States Of America, 6801 Snowden Rd Forth Worth Tx Us"
"Ningbo Joysimport&Exportco Ltd","No 8 Lianfeng Industrial Zone Lishe Shiqi Town Yinzhou Ningbo China 315154 Tel: 86-574-89012975, No 8 Lianfeng Industrial Zone Lishe Shiqi Town Yinzhou Ningbo China 315154 Tel:86-574-89012975, No 8 Lianfeng Industrial Zone Lishe Shiqi Town Yinzhou Ningbo China 315154 Tel : 86 - 574 - 89012975","","Phone Numbers: 8657489012975, 8657449012975, 865748901297 --- Emails: ","Singapore","483","Los Angeles, Ca, Savannah, Ga, New York/Newark Area, Newark, Nj","Singapore, Kajang, Vung Tau","940370, 940360, 940320","Wicker Furniture Wicker Furniture, Furniture Furniture, Furniture Wicker Furniture","521","4562243","Nik Transport Inc, Nik Transport, Nik Transport Inc10330 Pioneer","10330 Pioneer Blvd # 100 & 160 Santa Fe Spring Ca 90670 Direct: 562-758-9601 Office: 562-758-9600, 10330 Pioneer Blvd #100 & #160 Santa Fe Spring Ca 90670 Direct: 562-758-9601 Office: 562-758-9600, 10330 Pioneer Blvd #100 & #160 Santa Fe Springs Ca 90670 Direct : 562-758-9601 Office : 562-758-9600"
"Pt Java Furniture","Dusun Glatik Desa Wates Negoro Kecamatan Ngoro-Kabupaten Jawa Timur Npwp : 31 317 360 1-602 000 M, Dusun Glatik Desa Watesnegoro Kec Ngoro Kab Mojokerto 61385 Jawa Timur - Indonesia Npwp : 31 317 360 1-602 000, Dusun Glatik Desa Watesnegoro Kec Ngoro Kab Mojokerto 61385 Jawa Timur - Indonesia Npwp: 31 317 360 1-602 000","","Phone Numbers: 313173601602000, 313713601602000, +623216815567 --- Emails: ","Indonesia","481","Los Angeles, Ca, Long Beach, Ca, Tacoma, Wa","Kao Hsiung, Singapore, Hong Kong","940360, 847439, 940370","Wooden Furniture, Wooden Furniturewooden Furniturewooden Furniture, Wooden Furniturewooden Furniture","1043","6501827","Apex Maritime Co Inc, Sunny Designs Inc, Kerry Apex Sfo","577 Airport Blvd Suite 800 Burlingame Ca United States 94010, 877 Mahler Rd 2Nd Floor Burlingame Ca United States 94010, 8949 Buffalo Avenue Rancho Cucamonga Ca United States 91730"
"Wuchang Merchandise Corp","13F-6 No 185 Songjiang Road Zhongshan Dist Taipei City 10485 Taiwan Tel: 02 2503-9945, 13F-6 No 185 Songjiang Road Zho Ngshan Dist Taipei City 10485 Tai Wan Tel= 02 2503-9945 Fax= 02 2 502-4120, 13F-6 No 185 Songjiang Road Zhongshan Dist Taipei City 10485 Taiwan Tel: 02 2503-9945 Fax: 02","","Phone Numbers: 0225039945, 0225024120 --- Emails: ","Taiwan","462","Los Angeles, Ca, Long Beach, Ca, New York/Newark Area, Newark, Nj","Taipei, Kao Hsiung, Chi Lung","940320, 270730, 291639","Furniture Furniture Compliant Epa Cfr Tsca Title Requirements Formaldehyde, Furniture Compliant Epa Cfr Tsca Title Requirements Formaldehyde, Furniture Furniture According Compliant Epa Cfr Tsca Title Requirements Formaldehyde","533","6121938","Acme Furniture Industrial Inc, Quartz Logistics Inc, Acme Furniture Industrial Inc Nj Branch","18895 East Arenth Ave City Of Industry Ca 91748 U S A Tel: 626 964-3456 Fax: 626 964-3939, 18895 East Arenth Ave City Of Industry Ca 91748 U S A Tel: 626 964-3456, 780 S Nogales St Ste#D City Of Industry Ca 91748 Tel:626-606-2001 Fax:626-606-1393"
