"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Deacero S A","P I De C V Rfc:Dea7103 Lzaro Crdenas No 2333 Col Zona Loma Larga Oriente San Pedro Garza Garca N L Mxico C P 66266, P I De C V Lazaro Cardenas No 2333 Col Zona Loma Larga Oriente San Pedro Garza Garcia N L Mexico C P 66266 Rfc:Dea7103086X2 /, P I De C V Rfc:Dea7103086X2 Lazaro Cardenas No 2333 Col Zona Loma Larga Oriente San Pedro Garza Garcia N L Mexico C P 66266 /","","Phone Numbers:  --- Emails: ","Mexico","4","Houston, Tx","Tampico","293299, 320417, 551312","Clamp Nut Blue Self Breaking Clamp Nut Self Breaking Blue Oste Blue Clamp Contemporary Grille Dah Blue Post Clamp Blue Gray Clamp Post Clamp Nut Gray Clamp Post Contemporary Grille Dah Gray Clamp Self Breakingnut Gray Contempo Lding Gate Contemporary Grille Dah Gray Contemporary Rille Dah Gray Contempo Hinged Door Std Gray Clamp Post, Gray Medium Staple Gray Staple White Metallic Clamp Gray Metallic Clamp Metalbracket White Post Clamp Whit Green Black Gray Ornamental Grille Post Ornamental Fence Metallic Clamp Green Gray Blue Coils Barbed Wire Contemporary Grating Contemporary Door Milan Door Green Steel Grating White Green Black Self Drilling Pija Piece Hinged Gate High Security Clamp Port Fence, Ontempo Folding Gate Greensteel Grating Green Steel Grating Blue Lamp Post Contemporary Grille Dah Blue Clamp Nutf Green Clamp Post Green Clamp Post Contemporary Grille Dah Green Contempo Folding Gate Factira Coils","10","108371","Alambres Y Mallas Almasa Cra 68D, Productos De Seguridad De Perimetro, Productos De Seguridad De Perimetros S A","No 39F 58 Sur Bogota Colombia Tax Id: 8600076681, Calle 67 Este San Francisco 97 Panama Panama Tax Id: 715801374088Dv86, Sa Calle 67 Este San Francisco 97 Panama Tax Id: 715801374088Dv86 Fbares@Barrera Com Pa"
"Mays Zona Libre S A","Calle 14 Ave Roosevelt Zona Libre De Colon Colon Rep De Panama Tel 433-9900","","Phone Numbers:  --- Emails: ","Mexico","4","Long Beach, Ca, Los Angeles, Ca","Cartagena","630292, 690990, 830130","Comforter Trays Kitchen Articles Clocks Pots Carpets Organizer Towels Baskets, Home Furniture Ornament Clock Kitchen Utensils Gloves Kitchen Towels Carpet Curtain Comforter, Home Items Kitchen Items Curtain","4","37115","Livingston International Cst53434Livingstonintl Com","11-1100 Waverly Street Winnipeg Manitoba R3T 3X9"
"Translogisticss A De C V","Rfc Tra9109123V7 824762 Morena 228 Int 202 2P Col Del Valle Cdmx 03100 At N: Tere Reyes /Tel 26148040, Tra 910912 3V7 Morena 228 2P 202 Col Del Valle 03100 At N: Teresa Reyes Te 2614-8040 Fx: 2614-8054, Tra 910912 3V7 Morena 228 2P 202 Col Del Valle 03100 Ciudad De Mexico At N: Teresa Reyes /","","Phone Numbers:  --- Emails: ","Mexico","4","San Juan, Puerto Rico","Port Bustamante","851660, 732111, 981800","Stoves Custom Nac Unicomer, Refrigerators Stoves Spare Custom, Stoves Custom Codes","4","30930","Kestrel Liner Agencies Llp Tax Id","710885661 9505 Nw 108Th Avenue Medley Florida 33178 At N: Gary Aspinall / Ph: 786 220//, 710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At N: Gary Aspinall / Ph: 786 220/, 710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At N: Gary Aspinall/Ph: 786 220 1691"
"Newtral Mexico S A De C V","Newton 186 Despacho 601 Colonia Polanco Cp 11560 Del Miguel Hidalgo Mexico, Newton 186 Despacho 601 Colonia Polanco Cp 11560 Del Miguel Hidalgo Mexico Cd De Mexico Rfc: Nme050110Kwa, Newton 186 Despacho 601 Colonia Polanco Cp 11560 Del Miguel Hidalgo Mexico D F Rfc:Nme050110Kwa Ctc:Edgar Silva","","Phone Numbers:  --- Emails: ","Mexico","3","Houston, Tx, New Orleans, La","Veracruz","321410, 701990, 851690","General Cargo Roll Paper Vitrica Conteniendo Manga Trezada Fibra Vidrio Recubierta Resinas Braided Fiberglass Sleeve Coated Resins Mexi Aloe Laboratorios Packaes Plastic Drums Diameters Height Each Product Aloe Vera Gel Batch Plastic Frum Diameter Height Each Product Aloe Vera Gel Batch Mexi Aloe Laboratorios Packwages Plastics Drums Each Product Aloe Vera Liposoluble Lot Trade Wood Gears Sicorsa Industrial Ibc Plastic Textile Preparation Brb Sqo Cordaflex High Density Polyethylene Ethylene Copolymer Vinyl Acetate Christina Primke Pairs Mexican Handcraft Shoes Wiegand Assembly Equipment Tools Herramientas Equipo Montaje Carnet Ata Carnet Ata Carnet Ata Lauro Antonio Tonacatl Ojeda Lift Van Triplay Que Contienen Household Bed Toys Kitchen Items Pictures Chair Etc, Magna Powertrain Pallet Stc Sellador Silicos Silico Sealing Julio Ant Onio Serna Molina Pallet Household Rsonal Effects Shoes Clothes Books Kitchen Items Etc Bienes Efectos Personales Usados Zapatos Ropa Libros Articulos Cocina Etc Erreka Mex Pallet Stc Piezas Codos Cesorios Tuberia Plastic Elbow Par Plasti Pipe Accessories Angel Gerardo Segura Carmona Stc Cajas Con Cuadernos Notebo Oks Mezcal Amo Stc Mezcal Verde Momento Espadin Joven Alco Hol Green Mezcal Young Spadi Moment Alcohol, Plastic Vinyl Articles Eika Mexico Piezas Parrillas Electricas Electric Grills Angelus Pallet Machinery Maquilados Elastomeros Bloques Poli Metacrilato Metilo Mezcal Convite Pallet Botellas Mezcal Diasorin Liaison Analyzer","3","34938","Fps Famous Pacific Shipping B V","Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: +31 10 2831 919 /935 Atn : Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: 31102831919/935 At N: Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdthe Netherlands Tel:  10 2831 91Tax Id: Nl809653035000"
"Del Corona & Scardigli Mexico","Gabriel Mancera 1304 Interior 1 Col Del Valle Centro Benito Juarez 03100 Ciudad De Mexico Mexico Taxid Cas070910I3A Ph +525555598402","","Phone Numbers: +525555598402 --- Emails: ","Mexico","2","Houston, Tx","Tampico","732393","Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment","2","6481","Cargomind Poland Sp Zo O","1 Sierpnia 6 Bud D 02-134 Warszawa Poland Tax Id 5342379755 Wro-Oceancargomind Com Np"
"Fagor Profesional Mexico Sa De Cv","Paseo Campestre M 5/L 1 01 Sm 30 9 Benito Juarez Mexico Rfc Ede070607Tw2 Ph998 500 2000 Ext 705 Ctc Federico Tafoya Posada/, Rfc:Ede070607Tw2 Paseo Campestre M 5/L 1 01 Sm 309 Benito Juarez Mexico Ctc:G Molina@Onneragroup Comtel:+52 998 500 2000","onneragroup.comtel","Phone Numbers: +529985002000, 9985002000 --- Emails: G Molina@Onneragroup Comtel","Mexico","2","Houston, Tx","Tampico","841850, 841981","Coffee Machine Blender Cereal Dispenser Coffee Crusher Refrigerated Tables Ice Machine Refrigeration Armaries Congelations Plastic Trap Kitchen Maquina Para Cafe Licua Dora Eclipse Dispensador Cereales Triturador Cafe Mesas Refrigeradas Maquina Para Hielo Armarios Refrigeracion Congelad Trampa Plastica, Equipo Cocina Kitchen Equipment","2","11562","Corporacion Mr Sa, Soluciones Depco Sas","Calle 4Ta Av 6 France Fiel Zona Libre De Colon Panama Tai Id: 2238577-1-779266 Dv60 Ctc Isnet Castillo//, Tax Id:900 773 306-1 Calle 7 Sur N 42-70 Ofc 1102 Ctc:Alejandro Galotel:+57 4 3222858"
"Kimberly Clark Trade & Services L","San Rafael Arriba De Desamparados 200 Al Este De La 10403 Desamparados","","Phone Numbers:  --- Emails: ","Mexico","2","San Juan, Puerto Rico","Puerto Manzanillo","630292","Kitchen Towels","2","3057","Kimberly Clark Commercial Inc","Calle Marginal Pr 165 Km 2/8 Pr00970 00970 Guaynabo"
"Kimberly Clark Trade Services Ltda","San Rafael Arriba Desamparados 200 Este De La Iglesia San Rafael Arcangel, San Rafael Arriba Desamparados 200 Este De La Iglesiasan Rafael Arcangel","","Phone Numbers:  --- Emails: ","Mexico","2","San Juan, Puerto Rico","Pointe A Pitre","630292","Payable San Jose Head Office Diapers Fem Towels Kitchen Towels, Payable San Jose Head Office Kitchen Towels Paper Towels","2","16399","Divico Nv, Makro Grocers","1800 Nw 135 Avenue Suite 119 110 111 Miami Fl 33182 Usa, Road 129 Cole Bay St Maarten St Maarten Philipsburg Phone: 599 544 2666"
"Kitchen Equipment De San Luis S A","C V Eje 132 S/N Esq Av C F E Zona Industrial C P 78395 San Luispotosi S L P Mexico Tax Id Kes--040719 B82 Pic Mariela Fuerte, Dec V Eje 132 S/N Esq Av C F E Zona Industrial C P 78395 San Luis Potosi S L P Mexico Tax Id Kes--040719- B82 Pic Mariela","","Phone Numbers:  --- Emails: ","Mexico","2","Houston, Tx","Tampico","271111, 732393","Kitchen Equipment Crates Stainless Steel Kitchen Equipment Liquefied Gas Freezers Cylindre Freezers Propano Freezer Refrigerating Machines Flammable Toxic Liquefied Gas Class Ems Marine Pollutant, Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment","2","6048","Cargomind Poland Sp Zo O","1 Sierpnia 6 Bud D 02-134 Warszawa Poland Tax Id 5342379755 Wro-Oceancargomind Com Np"
"Lograngel Solutions Mexico S A De","C V Av Benjam N Franklin 235 Piso 4 Col Hip Dromo Condesa","","Phone Numbers:  --- Emails: ","Mexico","2","Houston, Tx, Savannah, Ga","Port Bustamante, Tampico","845020, 845140","Washer Gas Stove Refr Door Gas Stove Refr Door All Charges Payable Lograngel Agreement Rangel Logistica Brasil Ltda Rua Drocio Vila Olimpia Sao Pau Cep Brasil Cnpj Washer Refr Door Gas Stove Spare Home Appliances, Washing Center Microw Ave Refrigerator Door Refrigerator Door Frei Ght Agreed All Charges Payable Rangle Brasil Gas Stove","11","48463","Laparkan Freight, Rangel Logistica Brasil Ltda","2-9 Lombard Str Georgetown Guyana Karyn Billey@Laparkan Com, Rua Do Rocio 288 Cj 15 E 16 Vila Olimpia - Sao Paulo Cep 04552-000 - Brasil"
"Absormex Cmpc Tissue Sa De Cv","Av Industrial Humberto Lobo 9013 Ciudad Industrial Mitras Garcia N L Mexico 66023 Ph 83810034 Lisette Benavides Rfc Ipg970717Qu9","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","302148","Kitchen Towel Toalla Cocina Premier Mega Nac Servilleta Premier Nal Servilleta Premier Nal Papel Higienico Higienol Exp Servilleta Elite Ultra Nal Papel Higienico Higienol Exp Papel Higienico Elite Gold Nac Higienol Exp Elite Gold Dise Nal","1","4042","Global Group","Traiding Bv Berkelstraat 6 E Willemstad Curacao 05999 Tax Id 102308858 Fernando A Sancivier C Willemstad Ph 599 9 888 931"
"Ancora Logystics S A De C V","As Agent For Cinsa S A De C V Boulevard Isidro Lopez Zertuche 1495 Centro Saltillo Coahuila Mexico Cp 25000 Rfc Cin860808Cqax","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","730793","Steel Product Bultos Que Con Piezas Producto Acero Esmaltado Art Culos Cocina Bulks That Steel Product Enamelled Art Kitchen Figures","1","2669","Distribuidora Centroamericana Sa","Plaza El Dragon Piso 1 Local 10 Panama Panama Tax Id 2253297201516 Atn Rodolfo Adames Moreno Tel 507 2995703"
"Ashburn International Inc","No 210 Fengshan Road Yuyao City Zhejiang China","","Phone Numbers:  --- Emails: ","Mexico","1","San Juan, Puerto Rico","Puerto Manzanillo","732393","Aluminium Kitchen Ware","1","16888","Pedro L Sitiriche","Torres Plaza 9 Rb 30 Marina Bahia Catano Pr Tax Id 66 0745653 Email Direct Cargo@Gmail Com"
"Bruno Alejandro Gonzalez Valdes","Paseo De La Luciernaga 104 Pedregal Del Carmen Leon Gto 37299 Rfc Govb6502228W4","","Phone Numbers:  --- Emails: ","Mexico","1","Long Beach, Ca","Manzanillo","190120","Kitchen Articles Processed Meals Blown Glass Articles Kitchen Articles Handmade Tiles Hoodie Jackets Party Articles Masks Processed Meals Blown Glass Handmade Tiles Kitchen Articles Hoodie Jackets Masks","2","20847","The Old Country Market","2310 Alberni Hwy Coombs Bc Canada V0R1M0 Atn Larry Geekie Tel 2502486274"
"California Cleaning Supply Llc","Pico De Tolima No 329 Ctc Ernesto Castillo 14210","","Phone Numbers:  --- Emails: ","Mexico","1","Miami, Fl","Veracruz","630260","Fabric Soften Toilet Pape Kitchen Towe Floor Clean","2","24089","Artgue Int Inc","6743 N W 72 Ave Miami Fl Ctc Javier Artigas 33166 Email: Jbrautigam@Artgue Com"
"Cargo S De Mexico S A De C V","As Agents Of United Ocean Lines Pt Csm090713Ba5 Av Felix Cuevas No Col Del Valle Sur Cp 03100 Cdmx","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","850699","Equipment Kitchen","1","594","North Carga S A","S Cod 0366 Nit Cll 25 G # 80C 71 Ph: 57-1 4047000 Atn Marcela Eslava Email Operacio Bogota-Colombia"
"Cargolive S De R L De C V","Platon 409 Col Polanco Del Miguel Hidalgo C P 11560 Ciudad De Mexico Tax Id Car091028R36","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","392690","Garage Equipments Garage Equipments Codes Formula Equipment Hospitality Equipments Codes Garage Equipments Combined Commodity Garage Equipments Kitchen Equipments Codes Kitchen Equipments Kitchen Equipments Garage Equipments Codes Hospitality Equipments Formula Equipment Codes","7","33081","Same As Consignee","Massimo Fornoni +39 059 397 0399"
"Ceramaspeed Guadalupe S De R L De C V","Benito Juarez 401 Industrial La Silla Guadalupe Nuevo Leon Mexico C P 67199 Rfc Cgu-101126-Sa2","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","851690","Stove Electric Elemento Calentador Para Cocina Electrica Stove Electric","1","10399","Doruk Ev Gerecler San Ve","Organize Sanayi Bolgesi Eskisehir Eskisehir Eskisehir Turquia Cp 26110 Tax Id 3100049337"
"Compania Trans Maritima Sa De Cv","Av Junco Voigt 2307 T-1 Desp 102 Valle Oriente San Pedro Garza Garc Ia Nuevo Leon Mexico Cp 66269 Rfc Tma9212057Sa Ctc Yesenia","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","841869","Kitchen Ware Kitchen Ware Kitchen Ware Kitchen Ware Kitchen Ware Kitchen Ware","9","20626","Millennium Cargo Services Ltd","Suite 1L1 Hastingwood Industrial Estate Wood Lane Erdington Birmin Gham B24 9Qr Tax Id Gb670857016 Ctc Ali Askar Ph 0121 311 0550"
