"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Plaza Lama S A","Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Contacto Luchy Lara Tel 809-985-2073, Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Ctc Luchy Lara Tel 809-985-2073, Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Contact Luchy Lara Telephone 809 985-2073","","Phone Numbers: 8099852073, 18099852073 --- Emails: ","United States","13","Houston, Tx","Tampico","902810","Gas Stove","47","142064","Plaza Lama S A","Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Contacto Luchy Lara Tel 809-985-2073, Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Ctc Luchy Lara Tel 809-985-2073, Avenida 27 De Febrero Santo Domingoc P 012345/Do/101171111 Contact Luchy Lara Telephone 809 985-2073"
"Unicomer St Vincent Ltd","/ Bay Street Po Box 25 Kingstown St Vincent Cp Vc9999 / Atn Lisa Veira / Ph 784 456 1325 / Tax Id 028225, / Bay Street Po Box 25 Kingstown St Vincent Cp Vc9999 / Atn Lisa 50 Veira / Ph 784 456 1325 / Tax Id, Bay Street Po Box 25 Kingstown St Vincent Cp Vc9999 Atn Lisa Veira Ph 784 456 1325 Tax Id 028225","","Phone Numbers: 7844561325 --- Emails: ","United States","13","Houston, Tx","Tampico","732111, 845020, 841810","Stoves Stoves Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Kestrel Liner Agencies, Spare Stoves Spare Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Kestrel Liner Agencies, Refrigerators Refrigerators Washers Stoves Spare Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Kestrel Liner Agencies","13","56256","Unicomer St Vincent Ltd, Kestrel Liner Agencies Llp Tax Id, Kestrel Liner Agencies Llc","/ Bay Street Po Box 25 Kingstown St Vincent Cp Vc9999 / Atn Lisa Veira / Ph 784 456 1325 / Tax Id 028225, 710885661 9505 Nw 108Th Avenue Medley Florida 33178 Atn Gary Aspinall, 9505 Nw 108Th Avenue Medley"
"Abdul Mohsen A Al Swailem Establis","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saadalswailem Com 966114658100","","Phone Numbers: 966114658100 --- Emails: ","United States","11","Houston, Tx","Tampico","851690, 731822, 732392","Electric Stove, Electric Stove Dryers, Electric Stove Washers","23","118703","Abdul Mohsen A Al Swailem Establis","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saadalswailem Com 966114658100"
"Unicomer Dominica Ltd","/ Old Street 29 Roseau Dominica / Atn Rachel Samuel / Ph 767 255 2421","","Phone Numbers: 7672552421 --- Emails: ","United States","11","Houston, Tx","Tampico","732111, 845020, 841810","Stoves Stoves Custom Cargo Transit Outside Country Gateway Kestrer Liner Agencies Llc Tropical Shipping All Charges Should Paid Miami Kestrel Liner Agencies, Refrigerators Refrigerators Stoves Washers Custom Cargo Transit Outside Country Gateway Kestrer Liner Agencies Llc Tropical Shipping All Charges Should Paid Miami Kestrel Liner Agencies, Refrigerators Washers Stoves Refrigerators Doors Custom Cargo Transit Outside Country Gateway Kestrer Liner Agencies Llc Tropical Shipping All Charges Should Paid Miami Kestrel Liner Agencies","13","50764","Kestrel Liner Agencies Llp / Tax Id, Unicomer Dominica Ltd","710885661 / 9505 Nw 108Th Avenue Medley Florida 33178 / Atn Gary Aspinall / Ph 786 220 1650 / Fax 786 220 1691, / Old Street 29 Roseau Dominica / Atn Rachel Samuel / Ph 767 255 2421, 710885661 / 9505 Nw 108Th Avenue Medley Florida 33178 / Atn Gary Aspinall / Ph 786 220 1650 / Fax 786 220 1691 Tax Id 710885661"
"Kestrel Liner Agencies Ltd C/O","Calvin Alkins Custom Services Ltd Tax Id 20219183 Gladstonia Buildingfontabelle St Michael Barbados Wi At N:Calvin Alkins / Ph:2464352626","","Phone Numbers: 2464352626 --- Emails: ","United States","10","San Juan, Puerto Rico","Port Bustamante","841829, 851660, 480269","Stoves Custom, Refrigerators Stoves Custom, Stoves Custom Stoves Pckages Refrigerators Custom","15","109144","Kestrel Liner Agencies Llp Tax Id, Kestrel Liner Agencies Llp, Kestrel Liner Agencies Llp / Tax Id","710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At N: Gary Aspinall/, 829464 16320 Nw 59Th Avenue Miami Lakes Florida 33014 United States, 710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At Gary Aspinall Ph: 786 220 1650/Fx: 786220 1691"
"Unicomer St Lucia /","Orange Park Commercial Marisule St Lucia / Atn Berthia Augustin / Ph 758 457 8117","","Phone Numbers: 7584578117 --- Emails: ","United States","10","Houston, Tx","Tampico","732111","Stoves Stoves Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Ppd Kestrel Liner Agencies, Stoves Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Ppd Kestrel Liner Agencies, Stoves Stoves Pacakges Washer Center Spare Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Ppd Kestrel Liner Agencies","10","47494","Kestrel Liner Agencies Llp Tax Id, Unicomer St Lucia /","710885661 / 9505 Nw 108 Th Avenue Medley Florida 33178 Atn Gary Aspinall Ph 786 220 1650 / Fx 786 220 1691, Orange Park Commercial Marisule St Lucia / Atn Berthia Augustin / Ph 758 457 8117"
"Distribuidora Corripio S A","S Avenida Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Ctc Rocio Tactuk Tel 809-227-3000, S Av Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Contacto Rocio Tactuk Tlf 809-227-3000, S Avenida Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Contacto Rocio Tactuk Tel 809-227-3000","","Phone Numbers: 8092273000 --- Emails: ","United States","6","Houston, Tx","Tampico","902810, 845710","Gas Stove, Gas Stove Laundry Centers, Laundry Centers Gas Stove Refrigerators","18","67722","Distribuidora Corripio S A","S Avenida Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Ctc Rocio Tactuk Tel 809-227-3000, S Av Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Contacto Rocio Tactuk Tlf 809-227-3000, S Avenida Nu Ez De Caceres Santo Domingo C P 12345/Do/101003693 Contacto Rocio Tactuk Tel 809-227-3000"
"H & K Restaurant Systems Australia","21 Mckay Close Wetherill Park Nsw 2164 Au Te +61280316828 Simon Costigan","","Phone Numbers: +61280316828 --- Emails: ","United States","6","Long Beach, Ca","Manzanillo","732393, 841850, 732111","Accesories Stainless Steel Kitchen Accesories, Kitchen Equipment, Kitchen Equipment Equipo Cocina Kitchen Equipment","14","38350","H & K Restaurant Systems Australia, Tel 61, Tcf International Unit","2 9668 0000 Email: Melissatcfinternational Com Au, 21 Mckay Close Wetherill Park Nsw 2164 Au Te +61280316828 Simon Costigan, 5 18-28 Sir Joseph Banks Drive Kurnell 2231 Nsw P O Box 147 Sydney Tax Id 43 071 011 320 Contact Melissa Page"
"European Logistics Support Office","Da-E Elso C/O Govlog N V Belcrownlaan 23 B-2100 Deurne Be Belgium Attn Kristel De Maeyer Tel +32 3 360 79 78 Tax Id, Da-E Elso C/O Govlog N V Belcrownlaan 23 B-2100 Deurne Be Belgium Attn Kristel De Maeyer Tel +32 3 360 79 78","","Phone Numbers: +3233607978 --- Emails: ","United States","4","Houston, Tx","Tampico","851660","Electric Stove Estufa Electrica Electric Stove, Electric Stove Estufa Electrica Electric Stove Shippers Stow Express Release Originals, Estufa Electrica Electric Stove Electric Stove Estufa Electrica Electric Stove Express Release Originals","24","113675","European Logistics Support Office","Da-E Elso C/O Govlog N V Belcrownlaan 23 B-2100 Deurne Be Belgium Attn Kristel De Maeyer Tel +32 3 360 79 78 Tax Id, Da-E Elso C/O Govlog N V Belcrownlaan 23 B-2100 Deurne Be Belgium Attn Kristel De Maeye Tel + 32 3 540 20 27"
"The North West Company Lp By General Partner Nwc Gp Inc","77 Main St Wpg Mb R3C 2R1 G S T 808425870Rt0001 - Canada Phone 204-9341781","","Phone Numbers: 2049341781 --- Emails: ","United States","4","Long Beach, Ca, Los Angeles, Ca","Cartagena","630292, 690990, 830130","Comforter Trays Kitchen Articles Clocks Pots Carpets Organizer Towels Baskets, Home Furniture Ornament Clock Kitchen Utensils Gloves Kitchen Towels Carpet Curtain Comforter, Home Items Kitchen Items Curtain","4","37115","Livingston International Cst53434Livingstonintl Com","11-1100 Waverly Street Winnipeg Manitoba R3T 3X9"
"Fca Italy S P A","13960 Via Pinerolo 21 Italy To 10060 Italy Tax Id 07973780013","","Phone Numbers: 07973780013 --- Emails: ","United States","3","Houston, Tx","Veracruz","870810","Automotive Automotive Frt Fascia Pedpro Brkt Upper Fiat Grille Assy Charges Account Chrysl Automotive Automotive Frt Fascia Pedpro Brkt Charges Account Chrysl Automotive Automotive Fasc Fiat Dodge Rpa Frt Lwr Fasc Fiat Dodge Ser Charges Account Chrysl Automotive Automotive Frt Fascia Pedpro Brkt Fasc Fiat Dodge Rpa Frt Lwr Fasc Fiat Dodge Charges Account Chrysl Automotive Automotive Frt Lwr Fasc Fiat Dodge Ser Frt Fascia Pedpro Brkt Charges Account Chrysl Automotive Automotive Frt Fascia Pedpro Brkt Charges Account Chrysl, Automotive Fasc Fiat Dodge Rpa Frt Lwr Fasc Fiat Dodge Ser Upper Fiat Grille Assy Automotive Automotive Frt Lwr Fasc Fiat Dodge Ser Upper Fiat Grille Assy Automotive, Automotive Fasc Fiat Dodge Rpa Upper Fiat Grille Assy Frt Fascia Pedpro Automotive","13","6070","Fca Italy S P A","13960 Via Pinerolo 21 Italy To 10060 Italy Tax Id 07973780013"
"Fps Famous Pacific Shipping B V","Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: +31 10 2831 919 /935 Atn : Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: 31102831919/935 At N: Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdthe Netherlands Tel:  10 2831 91Tax Id: Nl809653035000","","Phone Numbers: +31102831919, 31102831919, 809653035000 --- Emails: ","United States","3","Houston, Tx, New Orleans, La","Veracruz","321410, 701990, 851690","General Cargo Roll Paper Vitrica Conteniendo Manga Trezada Fibra Vidrio Recubierta Resinas Braided Fiberglass Sleeve Coated Resins Mexi Aloe Laboratorios Packaes Plastic Drums Diameters Height Each Product Aloe Vera Gel Batch Plastic Frum Diameter Height Each Product Aloe Vera Gel Batch Mexi Aloe Laboratorios Packwages Plastics Drums Each Product Aloe Vera Liposoluble Lot Trade Wood Gears Sicorsa Industrial Ibc Plastic Textile Preparation Brb Sqo Cordaflex High Density Polyethylene Ethylene Copolymer Vinyl Acetate Christina Primke Pairs Mexican Handcraft Shoes Wiegand Assembly Equipment Tools Herramientas Equipo Montaje Carnet Ata Carnet Ata Carnet Ata Lauro Antonio Tonacatl Ojeda Lift Van Triplay Que Contienen Household Bed Toys Kitchen Items Pictures Chair Etc, Magna Powertrain Pallet Stc Sellador Silicos Silico Sealing Julio Ant Onio Serna Molina Pallet Household Rsonal Effects Shoes Clothes Books Kitchen Items Etc Bienes Efectos Personales Usados Zapatos Ropa Libros Articulos Cocina Etc Erreka Mex Pallet Stc Piezas Codos Cesorios Tuberia Plastic Elbow Par Plasti Pipe Accessories Angel Gerardo Segura Carmona Stc Cajas Con Cuadernos Notebo Oks Mezcal Amo Stc Mezcal Verde Momento Espadin Joven Alco Hol Green Mezcal Young Spadi Moment Alcohol, Plastic Vinyl Articles Eika Mexico Piezas Parrillas Electricas Electric Grills Angelus Pallet Machinery Maquilados Elastomeros Bloques Poli Metacrilato Metilo Mezcal Convite Pallet Botellas Mezcal Diasorin Liaison Analyzer","3","34938","Fps Famous Pacific Shipping B V","Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: +31 10 2831 919 /935 Atn : Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdam The Netherlands Tel: 31102831919/935 At N: Marco Van Den Nouwland, Van Riemsdijkweg 78 3088 Hd Rotterdthe Netherlands Tel:  10 2831 91Tax Id: Nl809653035000"
"Music Man / Front","Street 20 Phillipsburg St Maarten / Atn Jalkishin Pursnani / Ph 1 721 542 4413 / Tax Id 811692501","","Phone Numbers: 17215424413 --- Emails: ","United States","3","Houston, Tx","Tampico","732111","Stoves Stoves Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Payed Ppd Kestrel","3","15300","Music Man / Front, Kestrel Liner Agencies Llp Tax Id","Street 20 Phillipsburg St Maarten / Atn Jalkishin Pursnani / Ph 1 721 542 4413 / Tax Id 811692501, 710885661 9505 Nw 108Th Avenue Medley Florida 33178 / Atn Gary Aspinall / Ph 786 220 1650"
"New Fashion World Corportation","Po Box 51494 Toa Baja Pr 00950 Tax Id 66-0781066 San Juan Puerto Rico Phone 787-795-4900","","Phone Numbers: 7877954900 --- Emails: ","United States","3","San Juan, Puerto Rico","Puerto Manzanillo","630210, 691200, 950510","Alfombras Ropa Mesa Xmas Ornaments Ceramic Kitchen Ware Cotton Table Clothing Drinking Glass Hereby Certifying That There Solid Wood Shipmentcountry China Indica, Plastic Flowers Metal Bathroom Accessories Metal Kitchen Utensils Plastic Bathroom Accesories Plastic Kitchen Accessories Plastic Kitchen Hooks Hammock Xmas Ornaments Ceramic Bathroom, Ropa Cama Mantas Fundas Polyester Kitchen Accesories Polyester Bed Sheets Toys Usa Toys China Country China Usa Hereby Certifyng That There Solid Wood","4","40897","New Fashion World Corportation, New Fashion World Corp","Po Box 51494 Toa Baja Pr 00950 Tax Id 66-0781066 San Juan Puerto Rico Phone 787-795-4900, Po Box 21494 Toa Baja Pr 00950 San Juan Puerto Rico Phone; 787-795-4900"
"Skybridge Freight Solutions Llc","Jebel Ali South Free Zone Sheikh Zayed Rd 8 5 Interchange Dubai Uae Trn 100268153200003, Jebel Ali South Free Zone Po Box 121673 Dubai United Arab Emirates Alyssasfs Ae Ph +971 528720149","","Phone Numbers: 100268153200003, +971528720149 --- Emails: ","United States","3","Houston, Tx","Tampico","732393","Stainless Steel Crates Stainless Steel Kitchen Equipmentstainless Steel Crates Stainless Steel Kitchen Equipmentstainless Steel Crates Stainless Steel Kitchen Equipment, Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment, Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment","7","27148","Skybridge Freight Solutions Llc","Jebel Ali South Free Zone Sheikh Zayed Rd 8 5 Interchange Dubai Uae Trn 100268153200003, Jebel Ali South Free Zone Po Box 121673 Dubai United Arab Emirates Alyssasfs Ae Ph +971 528720149"
"Abdul Mohsen A Al Swailem Est","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saad@Alswailem Com 966114658100, Riyadh 11421 Kingdom Of Saudi Arabiad Dammam Saudi Arabia Email: Saad@Alswailem Com","alswailem.com","Phone Numbers: 966114658100 --- Emails: Al-Swailem Saad@Alswailem Com 966114658100, Saad@Alswailem Com","United States","2","Houston, Tx","Tampico","450390, 851660","Electric Dryer Electric Stoves Spare Washer, Electric Stoves Pallet Spare Electric Stoves","11","48742","Abdul Mohsen A Al Swailem Est","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saad@Alswailem Com 966114658100, Riyadh 11421 Kingdom Of Saudi Arabiad Dammam Saudi Arabia Email: Saad@Alswailem Com"
